dataset,subject_id,canonical_finger_position,sourceafis_included,sift_included,membership
sd300c,00001572,7,true,true,both
sd300c,00001572,8,true,true,both
sd300c,00001572,9,true,true,both
sd300c,00001572,10,true,true,both
sd300c,00001573,1,true,true,both
sd300c,00001573,2,true,true,both
sd300c,00001573,3,true,true,both
sd300c,00001573,4,true,true,both
sd300c,00001573,5,true,true,both
sd300c,00001573,6,true,true,both
sd300c,00001573,7,true,true,both
sd300c,00001573,8,true,true,both
sd300c,00001573,9,true,true,both
sd300c,00001573,10,true,true,both
sd300c,00001574,1,true,true,both
sd300c,00001574,2,true,true,both
sd300c,00001574,3,true,true,both
sd300c,00001574,4,true,true,both
sd300c,00001574,5,true,true,both
sd300c,00001574,6,true,true,both
sd300c,00001574,7,true,true,both
sd300c,00001574,8,true,true,both
sd300c,00001574,9,true,true,both
sd300c,00001574,10,true,true,both
sd300c,00001575,1,true,true,both
sd300c,00001575,2,true,true,both
sd300c,00001575,3,true,true,both
sd300c,00001575,4,true,true,both
sd300c,00001575,6,true,true,both
sd300c,00001575,7,true,true,both
sd300c,00001575,8,true,true,both
sd300c,00001575,9,true,true,both
sd300c,00001576,1,true,true,both
sd300c,00001576,2,true,true,both
sd300c,00001576,3,true,true,both
sd300c,00001576,4,true,true,both
sd300c,00001576,5,true,true,both
sd300c,00001576,6,true,true,both
sd300c,00001576,7,true,true,both
sd300c,00001576,8,true,true,both
sd300c,00001576,9,true,true,both
sd300c,00001576,10,true,true,both
sd300c,00001577,1,true,true,both
sd300c,00001577,2,true,true,both
sd300c,00001577,3,true,true,both
sd300c,00001577,4,true,true,both
sd300c,00001577,5,true,true,both
sd300c,00001577,6,true,true,both
sd300c,00001577,7,true,true,both
sd300c,00001577,8,true,true,both
sd300c,00001577,9,true,true,both
sd300c,00001577,10,true,true,both
sd300c,00001578,1,true,true,both
sd300c,00001578,2,true,true,both
sd300c,00001578,3,true,true,both
sd300c,00001578,4,true,true,both
sd300c,00001578,5,true,true,both
sd300c,00001578,6,true,true,both
sd300c,00001578,7,true,true,both
sd300c,00001578,8,true,true,both
sd300c,00001578,9,true,true,both
sd300c,00001578,10,true,true,both
sd300c,00001579,1,true,true,both
sd300c,00001579,2,true,true,both
sd300c,00001579,3,true,true,both
sd300c,00001579,4,true,true,both
sd300c,00001579,5,true,true,both
sd300c,00001579,6,true,true,both
sd300c,00001579,7,true,true,both
sd300c,00001579,8,true,true,both
sd300c,00001579,9,true,true,both
sd300c,00001579,10,true,true,both
sd300c,00001580,1,true,true,both
sd300c,00001580,2,true,true,both
sd300c,00001580,3,true,true,both
sd300c,00001580,4,true,true,both
sd300c,00001580,5,true,true,both
sd300c,00001580,6,true,true,both
sd300c,00001580,7,true,true,both
sd300c,00001580,8,true,true,both
sd300c,00001580,9,true,true,both
sd300c,00001580,10,true,true,both
sd300c,00001581,1,true,true,both
sd300c,00001581,2,true,true,both
sd300c,00001581,3,true,true,both
sd300c,00001581,4,true,true,both
sd300c,00001581,5,true,true,both
sd300c,00001581,6,true,true,both
sd300c,00001581,7,true,true,both
sd300c,00001581,8,true,true,both
sd300c,00001581,9,true,true,both
sd300c,00001581,10,true,true,both
sd300c,00001582,1,true,true,both
sd300c,00001582,2,true,true,both
sd300c,00001582,3,true,true,both
sd300c,00001582,4,true,true,both
sd300c,00001582,5,true,true,both
sd300c,00001582,6,true,true,both
sd300c,00001582,7,true,true,both
sd300c,00001582,8,true,true,both
sd300c,00001582,9,true,true,both
sd300c,00001582,10,true,true,both
sd300c,00001583,1,true,true,both
sd300c,00001583,2,true,true,both
sd300c,00001583,3,true,true,both
sd300c,00001583,4,true,true,both
sd300c,00001583,5,true,true,both
sd300c,00001583,6,true,true,both
sd300c,00001583,7,true,true,both
sd300c,00001583,8,true,true,both
sd300c,00001583,9,true,true,both
sd300c,00001583,10,true,true,both
sd300c,00001584,1,true,true,both
sd300c,00001584,2,true,true,both
sd300c,00001584,3,true,true,both
sd300c,00001584,4,true,true,both
sd300c,00001584,5,true,true,both
sd300c,00001584,6,true,true,both
sd300c,00001584,7,true,true,both
sd300c,00001584,8,true,true,both
sd300c,00001584,9,true,true,both
sd300c,00001584,10,true,true,both
sd300c,00001585,1,true,true,both
sd300c,00001585,2,true,true,both
sd300c,00001585,3,true,true,both
sd300c,00001585,4,true,true,both
sd300c,00001585,5,true,true,both
sd300c,00001585,6,true,true,both
sd300c,00001585,7,true,true,both
sd300c,00001585,8,true,true,both
sd300c,00001585,9,true,true,both
sd300c,00001585,10,true,true,both
sd300c,00001586,1,true,true,both
sd300c,00001586,2,true,true,both
sd300c,00001586,3,true,true,both
sd300c,00001586,4,true,true,both
sd300c,00001586,5,true,true,both
sd300c,00001586,6,true,true,both
sd300c,00001586,7,true,true,both
sd300c,00001586,8,true,true,both
sd300c,00001586,9,true,true,both
sd300c,00001586,10,true,true,both
sd300c,00001587,1,true,true,both
sd300c,00001587,2,true,true,both
sd300c,00001587,3,true,true,both
sd300c,00001587,4,true,true,both
sd300c,00001587,5,true,true,both
sd300c,00001587,6,true,true,both
sd300c,00001587,7,true,true,both
sd300c,00001587,8,true,true,both
sd300c,00001587,9,true,true,both
sd300c,00001587,10,true,true,both
sd300c,00001588,1,true,true,both
sd300c,00001588,2,true,true,both
sd300c,00001588,3,true,true,both
sd300c,00001588,4,true,true,both
sd300c,00001588,5,true,true,both
sd300c,00001588,6,true,true,both
sd300c,00001588,7,true,true,both
sd300c,00001588,8,true,true,both
sd300c,00001588,9,true,true,both
sd300c,00001588,10,true,true,both
sd300c,00001589,1,true,true,both
sd300c,00001589,2,true,true,both
sd300c,00001589,3,true,true,both
sd300c,00001589,4,true,true,both
sd300c,00001589,5,true,true,both
sd300c,00001589,6,true,true,both
sd300c,00001589,7,true,true,both
sd300c,00001589,8,true,true,both
sd300c,00001589,9,true,true,both
sd300c,00001589,10,true,true,both
sd300c,00001590,1,true,true,both
sd300c,00001590,2,true,true,both
sd300c,00001590,3,true,true,both
sd300c,00001590,4,true,true,both
sd300c,00001590,5,true,true,both
sd300c,00001590,6,true,true,both
sd300c,00001590,7,true,true,both
sd300c,00001590,8,true,true,both
sd300c,00001590,9,true,true,both
sd300c,00001590,10,true,true,both
sd300c,00001591,1,true,true,both
sd300c,00001591,2,true,true,both
sd300c,00001591,3,true,true,both
sd300c,00001591,4,true,true,both
sd300c,00001591,5,true,true,both
sd300c,00001591,6,true,true,both
sd300c,00001591,7,true,true,both
sd300c,00001591,8,true,true,both
sd300c,00001591,9,true,true,both
sd300c,00001591,10,true,true,both
sd300c,00001592,1,true,true,both
sd300c,00001592,2,true,true,both
sd300c,00001592,3,true,true,both
sd300c,00001592,4,true,true,both
sd300c,00001592,5,true,true,both
sd300c,00001592,6,true,true,both
sd300c,00001592,7,true,true,both
sd300c,00001592,8,true,true,both
sd300c,00001592,9,true,true,both
sd300c,00001592,10,true,true,both
sd300c,00001593,1,true,true,both
sd300c,00001593,2,true,true,both
sd300c,00001593,3,true,true,both
sd300c,00001593,4,true,true,both
sd300c,00001593,5,true,true,both
sd300c,00001593,6,true,true,both
sd300c,00001593,7,true,true,both
sd300c,00001593,8,true,true,both
sd300c,00001593,9,true,true,both
sd300c,00001593,10,true,true,both
sd300c,00001594,1,true,true,both
sd300c,00001594,2,true,true,both
sd300c,00001594,3,true,true,both
sd300c,00001594,4,true,true,both
sd300c,00001594,5,true,true,both
sd300c,00001594,6,true,true,both
sd300c,00001594,7,true,true,both
sd300c,00001594,8,true,true,both
sd300c,00001594,9,true,true,both
sd300c,00001594,10,true,true,both
sd300c,00001595,1,true,true,both
sd300c,00001595,2,true,true,both
sd300c,00001595,3,true,true,both
sd300c,00001595,4,true,true,both
sd300c,00001595,5,true,true,both
sd300c,00001595,6,true,true,both
sd300c,00001595,7,true,true,both
sd300c,00001595,8,true,true,both
sd300c,00001595,9,true,true,both
sd300c,00001595,10,true,true,both
sd300c,00001596,1,true,true,both
sd300c,00001596,2,true,true,both
sd300c,00001596,3,true,true,both
sd300c,00001596,4,true,true,both
sd300c,00001596,5,true,true,both
sd300c,00001596,6,true,true,both
sd300c,00001596,7,true,true,both
sd300c,00001596,8,true,true,both
sd300c,00001596,9,true,true,both
sd300c,00001596,10,true,true,both
sd300c,00001597,1,true,true,both
sd300c,00001597,2,true,true,both
sd300c,00001597,3,true,true,both
sd300c,00001597,4,true,true,both
sd300c,00001597,5,true,true,both
sd300c,00001597,6,true,true,both
sd300c,00001597,7,true,true,both
sd300c,00001597,8,true,true,both
sd300c,00001597,9,true,true,both
sd300c,00001597,10,true,true,both
sd300c,00001598,1,true,true,both
sd300c,00001598,2,true,true,both
sd300c,00001598,3,true,true,both
sd300c,00001598,4,true,true,both
sd300c,00001598,5,true,true,both
sd300c,00001598,6,true,true,both
sd300c,00001598,7,true,true,both
sd300c,00001598,8,true,true,both
sd300c,00001598,9,true,true,both
sd300c,00001598,10,true,true,both
sd300c,00001599,1,true,true,both
sd300c,00001599,2,true,true,both
sd300c,00001599,3,true,true,both
sd300c,00001599,4,true,true,both
sd300c,00001599,5,true,true,both
sd300c,00001599,6,true,true,both
sd300c,00001599,7,true,true,both
sd300c,00001599,8,true,true,both
sd300c,00001599,9,true,true,both
sd300c,00001599,10,true,true,both
sd300c,00001600,1,true,true,both
sd300c,00001600,2,true,true,both
sd300c,00001600,3,true,true,both
sd300c,00001600,4,true,true,both
sd300c,00001600,5,true,true,both
sd300c,00001600,6,true,true,both
sd300c,00001600,7,true,true,both
sd300c,00001600,8,true,true,both
sd300c,00001600,9,true,true,both
sd300c,00001600,10,true,true,both
sd300c,00001601,1,true,true,both
sd300c,00001601,2,true,true,both
sd300c,00001601,3,true,true,both
sd300c,00001601,4,true,true,both
sd300c,00001601,5,true,true,both
sd300c,00001601,6,true,true,both
sd300c,00001601,7,true,true,both
sd300c,00001601,8,true,true,both
sd300c,00001601,9,true,true,both
sd300c,00001601,10,true,true,both
sd300c,00001602,1,true,true,both
sd300c,00001602,2,true,true,both
sd300c,00001602,3,true,true,both
sd300c,00001602,4,true,true,both
sd300c,00001602,5,true,true,both
sd300c,00001602,6,true,true,both
sd300c,00001602,7,true,true,both
sd300c,00001602,8,true,true,both
sd300c,00001602,9,true,true,both
sd300c,00001602,10,true,true,both
sd300c,00001603,1,true,true,both
sd300c,00001603,2,true,true,both
sd300c,00001603,3,true,true,both
sd300c,00001603,4,true,true,both
sd300c,00001603,5,true,true,both
sd300c,00001603,6,true,true,both
sd300c,00001603,7,true,true,both
sd300c,00001603,8,true,true,both
sd300c,00001603,9,true,true,both
sd300c,00001603,10,true,true,both
sd300c,00001604,1,true,true,both
sd300c,00001604,2,true,true,both
sd300c,00001604,3,true,true,both
sd300c,00001604,4,true,true,both
sd300c,00001604,5,true,true,both
sd300c,00001604,6,true,true,both
sd300c,00001604,7,true,true,both
sd300c,00001604,8,true,true,both
sd300c,00001604,9,true,true,both
sd300c,00001604,10,true,true,both
sd300c,00001605,1,true,true,both
sd300c,00001605,2,true,true,both
sd300c,00001605,3,true,true,both
sd300c,00001605,4,false,true,sift_only
sd300c,00001605,5,true,true,both
sd300c,00001605,6,true,true,both
sd300c,00001605,7,true,true,both
sd300c,00001605,8,true,true,both
sd300c,00001605,9,true,true,both
sd300c,00001605,10,true,true,both
sd300c,00001606,1,true,true,both
sd300c,00001606,2,true,true,both
sd300c,00001606,3,true,true,both
sd300c,00001606,4,true,true,both
sd300c,00001606,5,true,true,both
sd300c,00001606,6,true,true,both
sd300c,00001606,7,true,true,both
sd300c,00001606,8,true,true,both
sd300c,00001606,9,true,true,both
sd300c,00001606,10,true,true,both
sd300c,00001607,1,true,true,both
sd300c,00001607,2,true,true,both
sd300c,00001607,3,true,true,both
sd300c,00001607,4,true,true,both
sd300c,00001607,5,true,true,both
sd300c,00001607,6,true,true,both
sd300c,00001607,7,true,true,both
sd300c,00001607,8,true,true,both
sd300c,00001607,9,true,true,both
sd300c,00001607,10,true,true,both
sd300c,00001608,1,true,true,both
sd300c,00001608,2,true,true,both
sd300c,00001608,3,true,true,both
sd300c,00001608,4,true,true,both
sd300c,00001608,5,true,true,both
sd300c,00001608,6,true,true,both
sd300c,00001608,7,true,true,both
sd300c,00001608,8,true,true,both
sd300c,00001608,9,true,true,both
sd300c,00001608,10,true,true,both
sd300c,00001609,1,true,true,both
sd300c,00001609,2,true,true,both
sd300c,00001609,3,true,true,both
sd300c,00001609,4,true,true,both
sd300c,00001609,5,true,true,both
sd300c,00001609,6,true,true,both
sd300c,00001609,7,true,true,both
sd300c,00001609,8,true,true,both
sd300c,00001609,9,true,true,both
sd300c,00001609,10,true,true,both
sd300c,00001610,1,true,true,both
sd300c,00001610,2,true,true,both
sd300c,00001610,3,true,true,both
sd300c,00001610,4,true,true,both
sd300c,00001610,5,true,true,both
sd300c,00001610,6,true,true,both
sd300c,00001610,7,true,true,both
sd300c,00001610,8,true,true,both
sd300c,00001610,9,true,true,both
sd300c,00001610,10,true,true,both
sd300c,00001611,1,true,true,both
sd300c,00001611,2,true,true,both
sd300c,00001611,3,true,true,both
sd300c,00001611,4,true,true,both
sd300c,00001611,5,true,true,both
sd300c,00001611,6,true,true,both
sd300c,00001611,7,true,true,both
sd300c,00001611,8,true,true,both
sd300c,00001611,9,true,true,both
sd300c,00001611,10,true,true,both
sd300c,00001612,1,true,true,both
sd300c,00001612,2,true,true,both
sd300c,00001612,3,true,true,both
sd300c,00001612,4,true,true,both
sd300c,00001612,5,true,true,both
sd300c,00001612,6,true,true,both
sd300c,00001612,7,true,true,both
sd300c,00001612,8,true,true,both
sd300c,00001612,9,true,true,both
sd300c,00001612,10,true,true,both
sd300c,00001613,1,true,true,both
sd300c,00001613,2,true,true,both
sd300c,00001613,3,true,true,both
sd300c,00001613,4,true,true,both
sd300c,00001613,5,true,true,both
sd300c,00001613,6,true,true,both
sd300c,00001613,7,true,true,both
sd300c,00001613,8,true,true,both
sd300c,00001613,9,true,true,both
sd300c,00001613,10,true,true,both
sd300c,00001614,1,true,true,both
sd300c,00001614,2,true,true,both
sd300c,00001614,3,true,true,both
sd300c,00001614,4,true,true,both
sd300c,00001614,5,true,true,both
sd300c,00001614,6,true,true,both
sd300c,00001614,7,true,true,both
sd300c,00001614,8,true,true,both
sd300c,00001614,9,true,true,both
sd300c,00001614,10,true,true,both
sd300c,00001615,1,true,true,both
sd300c,00001615,2,true,true,both
sd300c,00001615,3,true,true,both
sd300c,00001615,4,true,true,both
sd300c,00001615,5,true,true,both
sd300c,00001615,6,true,true,both
sd300c,00001615,7,true,true,both
sd300c,00001615,8,true,true,both
sd300c,00001615,9,true,true,both
sd300c,00001615,10,true,true,both
sd300c,00001616,1,true,true,both
sd300c,00001616,2,true,true,both
sd300c,00001616,3,true,true,both
sd300c,00001616,4,true,true,both
sd300c,00001616,5,true,true,both
sd300c,00001616,6,true,true,both
sd300c,00001616,7,true,true,both
sd300c,00001616,8,true,true,both
sd300c,00001616,9,true,true,both
sd300c,00001616,10,true,true,both
sd300c,00001617,1,true,true,both
sd300c,00001617,2,true,true,both
sd300c,00001617,3,true,true,both
sd300c,00001617,4,true,true,both
sd300c,00001617,5,true,true,both
sd300c,00001617,6,true,true,both
sd300c,00001617,7,true,true,both
sd300c,00001617,8,true,true,both
sd300c,00001617,9,true,true,both
sd300c,00001617,10,true,true,both
sd300c,00001618,1,true,true,both
sd300c,00001618,2,true,true,both
sd300c,00001618,3,true,true,both
sd300c,00001618,4,true,true,both
sd300c,00001618,5,true,true,both
sd300c,00001618,6,true,true,both
sd300c,00001618,7,true,true,both
sd300c,00001618,8,true,true,both
sd300c,00001618,9,true,true,both
sd300c,00001618,10,true,true,both
sd300c,00001619,1,true,true,both
sd300c,00001619,2,true,true,both
sd300c,00001619,3,true,true,both
sd300c,00001619,4,true,true,both
sd300c,00001619,5,true,true,both
sd300c,00001619,6,true,true,both
sd300c,00001619,7,true,true,both
sd300c,00001619,8,true,true,both
sd300c,00001619,9,true,true,both
sd300c,00001619,10,true,true,both
sd300c,00001620,1,true,true,both
sd300c,00001620,2,true,true,both
sd300c,00001620,3,true,true,both
sd300c,00001620,4,true,true,both
sd300c,00001620,5,true,true,both
sd300c,00001620,6,true,true,both
sd300c,00001620,7,true,true,both
sd300c,00001620,8,true,true,both
sd300c,00001620,9,true,true,both
sd300c,00001620,10,true,true,both
sd300c,00001621,1,true,true,both
sd300c,00001621,2,true,true,both
sd300c,00001621,3,true,true,both
sd300c,00001621,4,true,true,both
sd300c,00001621,5,true,true,both
sd300c,00001621,6,true,true,both
sd300c,00001621,7,true,true,both
sd300c,00001621,8,true,true,both
sd300c,00001621,9,true,true,both
sd300c,00001621,10,true,true,both
sd300c,00001622,1,true,true,both
sd300c,00001622,2,true,true,both
sd300c,00001622,3,true,true,both
sd300c,00001622,4,true,true,both
sd300c,00001622,5,true,true,both
sd300c,00001622,6,true,true,both
sd300c,00001622,7,true,true,both
sd300c,00001622,8,true,true,both
sd300c,00001622,9,true,true,both
sd300c,00001622,10,true,true,both
sd300c,00001623,1,true,true,both
sd300c,00001623,2,true,true,both
sd300c,00001623,5,true,true,both
sd300c,00001623,6,true,true,both
sd300c,00001623,10,true,true,both
sd300c,00001624,1,true,true,both
sd300c,00001624,2,true,true,both
sd300c,00001624,3,true,true,both
sd300c,00001624,4,true,true,both
sd300c,00001624,5,true,true,both
sd300c,00001624,6,true,true,both
sd300c,00001624,7,true,true,both
sd300c,00001624,8,true,true,both
sd300c,00001624,9,true,true,both
sd300c,00001624,10,true,true,both
sd300c,00001625,1,true,true,both
sd300c,00001625,2,true,true,both
sd300c,00001625,3,true,true,both
sd300c,00001625,4,true,true,both
sd300c,00001625,5,true,true,both
sd300c,00001625,6,true,true,both
sd300c,00001625,7,true,true,both
sd300c,00001625,8,true,true,both
sd300c,00001625,9,true,true,both
sd300c,00001625,10,true,true,both
sd300c,00001626,1,true,true,both
sd300c,00001626,2,true,true,both
sd300c,00001626,3,true,true,both
sd300c,00001626,4,true,true,both
sd300c,00001626,5,true,true,both
sd300c,00001626,6,true,true,both
sd300c,00001626,7,true,true,both
sd300c,00001626,8,true,true,both
sd300c,00001626,9,true,true,both
sd300c,00001626,10,true,true,both
sd300c,00001627,1,true,true,both
sd300c,00001627,2,true,true,both
sd300c,00001627,3,true,true,both
sd300c,00001627,4,true,true,both
sd300c,00001627,5,true,true,both
sd300c,00001627,6,true,true,both
sd300c,00001627,7,true,true,both
sd300c,00001627,8,true,true,both
sd300c,00001627,9,true,true,both
sd300c,00001627,10,true,true,both
sd300c,00001628,1,true,true,both
sd300c,00001628,2,true,true,both
sd300c,00001628,3,true,true,both
sd300c,00001628,4,true,true,both
sd300c,00001628,5,true,true,both
sd300c,00001628,6,true,true,both
sd300c,00001628,7,true,true,both
sd300c,00001628,8,true,true,both
sd300c,00001628,9,true,true,both
sd300c,00001628,10,true,true,both
sd300c,00001629,1,true,true,both
sd300c,00001629,2,true,true,both
sd300c,00001629,3,false,true,sift_only
sd300c,00001629,4,true,true,both
sd300c,00001629,5,false,true,sift_only
sd300c,00001629,6,true,true,both
sd300c,00001629,7,true,true,both
sd300c,00001629,8,true,true,both
sd300c,00001629,9,true,true,both
sd300c,00001629,10,true,true,both
sd300c,00001630,1,true,true,both
sd300c,00001630,2,true,true,both
sd300c,00001630,3,true,true,both
sd300c,00001630,4,true,true,both
sd300c,00001630,5,true,true,both
sd300c,00001630,6,true,true,both
sd300c,00001630,7,true,true,both
sd300c,00001630,8,true,true,both
sd300c,00001630,9,true,true,both
sd300c,00001630,10,true,true,both
sd300c,00001631,1,true,true,both
sd300c,00001631,2,true,true,both
sd300c,00001631,3,true,true,both
sd300c,00001631,4,true,true,both
sd300c,00001631,5,true,true,both
sd300c,00001631,6,true,true,both
sd300c,00001631,7,true,true,both
sd300c,00001631,8,true,true,both
sd300c,00001631,9,true,true,both
sd300c,00001631,10,true,true,both
sd300c,00001632,1,true,true,both
sd300c,00001632,2,true,true,both
sd300c,00001632,3,true,true,both
sd300c,00001632,4,true,true,both
sd300c,00001632,5,true,true,both
sd300c,00001632,6,true,true,both
sd300c,00001632,7,true,true,both
sd300c,00001632,8,true,true,both
sd300c,00001632,9,true,true,both
sd300c,00001632,10,true,true,both
sd300c,00001633,1,true,true,both
sd300c,00001633,2,true,true,both
sd300c,00001633,3,true,true,both
sd300c,00001633,4,true,true,both
sd300c,00001633,5,true,true,both
sd300c,00001633,6,true,true,both
sd300c,00001633,7,true,true,both
sd300c,00001633,8,true,true,both
sd300c,00001633,9,true,true,both
sd300c,00001633,10,true,true,both
sd300c,00001634,1,true,true,both
sd300c,00001634,2,true,true,both
sd300c,00001634,3,true,true,both
sd300c,00001634,4,true,true,both
sd300c,00001634,5,true,true,both
sd300c,00001634,6,true,true,both
sd300c,00001634,7,true,true,both
sd300c,00001634,8,true,true,both
sd300c,00001634,9,true,true,both
sd300c,00001634,10,true,true,both
sd300c,00001635,1,true,true,both
sd300c,00001635,2,false,true,sift_only
sd300c,00001635,3,false,true,sift_only
sd300c,00001635,4,true,true,both
sd300c,00001635,5,true,true,both
sd300c,00001635,6,true,true,both
sd300c,00001635,7,false,true,sift_only
sd300c,00001635,8,true,true,both
sd300c,00001635,9,true,true,both
sd300c,00001635,10,false,true,sift_only
sd300c,00001636,1,true,true,both
sd300c,00001636,2,true,true,both
sd300c,00001636,3,true,true,both
sd300c,00001636,4,true,true,both
sd300c,00001636,5,true,true,both
sd300c,00001636,6,true,true,both
sd300c,00001636,7,true,true,both
sd300c,00001636,8,true,true,both
sd300c,00001636,9,true,true,both
sd300c,00001636,10,true,true,both
sd300c,00001637,1,true,true,both
sd300c,00001637,2,true,true,both
sd300c,00001637,3,true,true,both
sd300c,00001637,4,true,true,both
sd300c,00001637,5,true,true,both
sd300c,00001637,6,true,true,both
sd300c,00001637,7,true,true,both
sd300c,00001637,8,true,true,both
sd300c,00001637,9,true,true,both
sd300c,00001637,10,true,true,both
sd300c,00001638,1,true,true,both
sd300c,00001638,2,true,true,both
sd300c,00001638,3,true,true,both
sd300c,00001638,4,true,true,both
sd300c,00001638,5,true,true,both
sd300c,00001638,6,true,true,both
sd300c,00001638,7,true,true,both
sd300c,00001638,8,true,true,both
sd300c,00001638,9,true,true,both
sd300c,00001638,10,true,true,both
sd300c,00001639,1,true,true,both
sd300c,00001639,2,true,true,both
sd300c,00001639,3,true,true,both
sd300c,00001639,4,true,true,both
sd300c,00001639,5,true,true,both
sd300c,00001639,6,true,true,both
sd300c,00001639,7,true,true,both
sd300c,00001639,8,true,true,both
sd300c,00001639,9,true,true,both
sd300c,00001639,10,true,true,both
sd300c,00001640,1,true,true,both
sd300c,00001640,2,true,true,both
sd300c,00001640,3,true,true,both
sd300c,00001640,4,true,true,both
sd300c,00001640,5,true,true,both
sd300c,00001640,6,true,true,both
sd300c,00001640,7,true,true,both
sd300c,00001640,8,true,true,both
sd300c,00001640,9,true,true,both
sd300c,00001640,10,true,true,both
sd300c,00001641,1,true,true,both
sd300c,00001641,2,true,true,both
sd300c,00001641,3,true,true,both
sd300c,00001641,4,true,true,both
sd300c,00001641,5,true,true,both
sd300c,00001641,6,true,true,both
sd300c,00001641,7,true,true,both
sd300c,00001641,8,true,true,both
sd300c,00001641,9,true,true,both
sd300c,00001641,10,true,true,both
sd300c,00001642,1,true,true,both
sd300c,00001642,2,true,true,both
sd300c,00001642,3,true,true,both
sd300c,00001642,4,true,true,both
sd300c,00001642,5,true,true,both
sd300c,00001642,6,true,true,both
sd300c,00001642,7,true,true,both
sd300c,00001642,8,true,true,both
sd300c,00001642,9,true,true,both
sd300c,00001642,10,true,true,both
sd300c,00001643,1,true,true,both
sd300c,00001643,2,true,true,both
sd300c,00001643,3,true,true,both
sd300c,00001643,4,true,true,both
sd300c,00001643,5,true,true,both
sd300c,00001643,6,true,true,both
sd300c,00001643,7,true,true,both
sd300c,00001643,8,true,true,both
sd300c,00001643,9,true,true,both
sd300c,00001643,10,true,true,both
sd300c,00001644,1,true,true,both
sd300c,00001644,2,true,true,both
sd300c,00001644,3,false,true,sift_only
sd300c,00001644,4,true,true,both
sd300c,00001644,5,true,true,both
sd300c,00001644,6,true,true,both
sd300c,00001644,7,true,true,both
sd300c,00001644,8,true,true,both
sd300c,00001644,9,true,true,both
sd300c,00001644,10,true,true,both
sd300c,00001645,1,true,true,both
sd300c,00001645,2,true,true,both
sd300c,00001645,3,true,true,both
sd300c,00001645,4,true,true,both
sd300c,00001645,5,true,true,both
sd300c,00001645,6,true,true,both
sd300c,00001645,7,true,true,both
sd300c,00001645,8,true,true,both
sd300c,00001645,9,true,true,both
sd300c,00001645,10,true,true,both
sd300c,00001646,1,true,true,both
sd300c,00001646,2,true,true,both
sd300c,00001646,3,true,true,both
sd300c,00001646,4,true,true,both
sd300c,00001646,5,true,true,both
sd300c,00001646,6,true,true,both
sd300c,00001646,7,true,true,both
sd300c,00001646,8,true,true,both
sd300c,00001646,9,true,true,both
sd300c,00001646,10,true,true,both
sd300c,00001647,1,true,true,both
sd300c,00001647,2,true,true,both
sd300c,00001647,3,true,true,both
sd300c,00001647,4,true,true,both
sd300c,00001647,5,true,true,both
sd300c,00001647,6,true,true,both
sd300c,00001647,7,true,true,both
sd300c,00001647,8,true,true,both
sd300c,00001647,9,true,true,both
sd300c,00001647,10,true,true,both
sd300c,00001648,1,true,true,both
sd300c,00001648,2,true,true,both
sd300c,00001648,3,true,true,both
sd300c,00001648,4,true,true,both
sd300c,00001648,5,true,true,both
sd300c,00001648,6,true,true,both
sd300c,00001648,7,true,true,both
sd300c,00001648,8,true,true,both
sd300c,00001648,9,true,true,both
sd300c,00001648,10,true,true,both
sd300c,00001649,1,true,true,both
sd300c,00001649,2,true,true,both
sd300c,00001649,3,true,true,both
sd300c,00001649,4,true,true,both
sd300c,00001649,5,true,true,both
sd300c,00001649,6,true,true,both
sd300c,00001649,7,true,true,both
sd300c,00001649,8,true,true,both
sd300c,00001649,9,true,true,both
sd300c,00001649,10,false,true,sift_only
sd300c,00001650,1,true,true,both
sd300c,00001650,2,true,true,both
sd300c,00001650,3,true,true,both
sd300c,00001650,4,true,true,both
sd300c,00001650,5,true,true,both
sd300c,00001650,6,true,true,both
sd300c,00001650,7,true,true,both
sd300c,00001650,8,true,true,both
sd300c,00001650,9,true,true,both
sd300c,00001650,10,true,true,both
sd300c,00001651,1,true,true,both
sd300c,00001651,2,true,true,both
sd300c,00001651,3,true,true,both
sd300c,00001651,4,true,true,both
sd300c,00001651,5,true,true,both
sd300c,00001651,6,true,true,both
sd300c,00001651,7,true,true,both
sd300c,00001651,8,true,true,both
sd300c,00001651,9,true,true,both
sd300c,00001651,10,true,true,both
sd300c,00001652,1,true,true,both
sd300c,00001652,2,true,true,both
sd300c,00001652,3,true,true,both
sd300c,00001652,4,true,true,both
sd300c,00001652,5,true,true,both
sd300c,00001652,6,true,true,both
sd300c,00001652,8,true,true,both
sd300c,00001652,9,true,true,both
sd300c,00001652,10,true,true,both
sd300c,00001653,1,true,true,both
sd300c,00001653,4,true,true,both
sd300c,00001653,5,true,true,both
sd300c,00001653,6,true,true,both
sd300c,00001653,9,true,true,both
sd300c,00001653,10,true,true,both
sd300c,00001654,1,true,true,both
sd300c,00001654,2,true,true,both
sd300c,00001654,3,true,true,both
sd300c,00001654,4,true,true,both
sd300c,00001654,5,true,true,both
sd300c,00001654,6,true,true,both
sd300c,00001654,7,true,true,both
sd300c,00001654,8,true,true,both
sd300c,00001654,9,true,true,both
sd300c,00001654,10,true,true,both
sd300c,00001655,1,true,true,both
sd300c,00001655,2,true,true,both
sd300c,00001655,3,true,true,both
sd300c,00001655,4,true,true,both
sd300c,00001655,5,true,true,both
sd300c,00001655,6,true,true,both
sd300c,00001655,7,true,true,both
