identity_key,subject_id,canonical_finger_position
00001685|03,00001685,3
00001685|04,00001685,4
00001685|05,00001685,5
00001685|06,00001685,6
00001685|07,00001685,7
00001685|08,00001685,8
00001685|09,00001685,9
00001685|10,00001685,10
00001686|01,00001686,1
00001686|02,00001686,2
00001686|03,00001686,3
00001686|04,00001686,4
00001686|05,00001686,5
00001686|06,00001686,6
00001686|07,00001686,7
00001686|08,00001686,8
00001686|09,00001686,9
00001686|10,00001686,10
00001687|01,00001687,1
00001687|02,00001687,2
00001687|03,00001687,3
00001687|04,00001687,4
00001687|05,00001687,5
00001687|06,00001687,6
00001687|07,00001687,7
00001687|08,00001687,8
00001687|09,00001687,9
00001687|10,00001687,10
00001688|01,00001688,1
00001688|02,00001688,2
00001688|03,00001688,3
00001688|04,00001688,4
00001688|05,00001688,5
00001688|06,00001688,6
00001688|07,00001688,7
00001688|08,00001688,8
00001688|09,00001688,9
00001688|10,00001688,10
00001689|01,00001689,1
00001689|02,00001689,2
00001689|03,00001689,3
00001689|04,00001689,4
00001689|05,00001689,5
00001689|06,00001689,6
00001689|07,00001689,7
00001689|08,00001689,8
00001689|09,00001689,9
00001689|10,00001689,10
00001690|01,00001690,1
00001690|02,00001690,2
00001690|03,00001690,3
00001690|04,00001690,4
00001690|05,00001690,5
00001690|06,00001690,6
00001690|07,00001690,7
00001690|08,00001690,8
00001690|09,00001690,9
00001690|10,00001690,10
00001691|01,00001691,1
00001691|02,00001691,2
00001691|03,00001691,3
00001691|04,00001691,4
00001691|05,00001691,5
00001691|06,00001691,6
00001691|07,00001691,7
00001691|08,00001691,8
00001691|09,00001691,9
00001691|10,00001691,10
00001692|01,00001692,1
00001692|02,00001692,2
00001692|03,00001692,3
00001692|04,00001692,4
00001692|05,00001692,5
00001692|06,00001692,6
00001692|07,00001692,7
00001692|08,00001692,8
00001692|09,00001692,9
00001692|10,00001692,10
00001693|01,00001693,1
00001693|02,00001693,2
00001693|03,00001693,3
00001693|04,00001693,4
00001693|05,00001693,5
00001693|06,00001693,6
00001693|07,00001693,7
00001693|08,00001693,8
00001693|09,00001693,9
00001693|10,00001693,10
00001694|01,00001694,1
00001694|02,00001694,2
00001694|03,00001694,3
00001694|04,00001694,4
00001694|05,00001694,5
00001694|06,00001694,6
00001694|07,00001694,7
00001694|08,00001694,8
00001694|09,00001694,9
00001694|10,00001694,10
00001695|01,00001695,1
00001695|02,00001695,2
00001695|03,00001695,3
00001695|04,00001695,4
00001695|05,00001695,5
00001695|06,00001695,6
00001695|07,00001695,7
00001695|08,00001695,8
00001695|09,00001695,9
00001695|10,00001695,10
00001696|01,00001696,1
00001696|02,00001696,2
00001696|03,00001696,3
00001696|04,00001696,4
00001696|05,00001696,5
00001696|06,00001696,6
00001696|07,00001696,7
00001696|08,00001696,8
00001696|09,00001696,9
00001696|10,00001696,10
00001697|01,00001697,1
00001697|02,00001697,2
00001697|03,00001697,3
00001697|04,00001697,4
00001697|05,00001697,5
00001697|06,00001697,6
00001697|07,00001697,7
00001697|08,00001697,8
00001697|09,00001697,9
00001697|10,00001697,10
00001698|01,00001698,1
00001698|02,00001698,2
00001698|03,00001698,3
00001698|04,00001698,4
00001698|05,00001698,5
00001698|06,00001698,6
00001698|07,00001698,7
00001698|08,00001698,8
00001698|09,00001698,9
00001698|10,00001698,10
00001699|01,00001699,1
00001699|02,00001699,2
00001699|03,00001699,3
00001699|04,00001699,4
00001699|05,00001699,5
00001699|06,00001699,6
00001699|07,00001699,7
00001699|08,00001699,8
00001699|09,00001699,9
00001699|10,00001699,10
00001700|01,00001700,1
00001700|02,00001700,2
00001700|03,00001700,3
00001700|04,00001700,4
00001700|05,00001700,5
00001700|06,00001700,6
00001700|07,00001700,7
00001700|08,00001700,8
00001700|09,00001700,9
00001700|10,00001700,10
00001701|01,00001701,1
00001701|02,00001701,2
00001701|03,00001701,3
00001701|04,00001701,4
00001701|05,00001701,5
00001701|06,00001701,6
00001701|07,00001701,7
00001701|08,00001701,8
00001701|09,00001701,9
00001701|10,00001701,10
00001702|01,00001702,1
00001702|02,00001702,2
00001702|03,00001702,3
00001702|04,00001702,4
00001702|05,00001702,5
00001702|06,00001702,6
00001702|07,00001702,7
00001702|08,00001702,8
00001702|09,00001702,9
00001702|10,00001702,10
00001703|01,00001703,1
00001703|02,00001703,2
00001703|03,00001703,3
00001703|04,00001703,4
00001703|05,00001703,5
00001703|06,00001703,6
00001703|07,00001703,7
00001703|08,00001703,8
00001703|09,00001703,9
00001703|10,00001703,10
00001704|01,00001704,1
00001704|02,00001704,2
00001704|03,00001704,3
00001704|04,00001704,4
00001704|05,00001704,5
00001704|06,00001704,6
00001704|07,00001704,7
00001704|08,00001704,8
00001704|09,00001704,9
00001704|10,00001704,10
00001705|01,00001705,1
00001705|02,00001705,2
00001705|03,00001705,3
00001705|04,00001705,4
00001705|05,00001705,5
00001705|06,00001705,6
00001705|07,00001705,7
00001705|08,00001705,8
00001705|09,00001705,9
00001705|10,00001705,10
00001706|01,00001706,1
00001706|02,00001706,2
00001706|03,00001706,3
00001706|04,00001706,4
00001706|05,00001706,5
00001706|06,00001706,6
00001706|07,00001706,7
00001706|08,00001706,8
00001706|09,00001706,9
00001706|10,00001706,10
00001707|01,00001707,1
00001707|02,00001707,2
00001707|03,00001707,3
00001707|04,00001707,4
00001707|05,00001707,5
00001707|06,00001707,6
00001707|07,00001707,7
00001707|08,00001707,8
00001707|09,00001707,9
00001707|10,00001707,10
00001708|01,00001708,1
00001708|02,00001708,2
00001708|03,00001708,3
00001708|04,00001708,4
00001708|05,00001708,5
00001708|06,00001708,6
00001708|07,00001708,7
00001708|08,00001708,8
00001708|09,00001708,9
00001708|10,00001708,10
00001709|01,00001709,1
00001709|02,00001709,2
00001709|03,00001709,3
00001709|04,00001709,4
00001709|05,00001709,5
00001709|06,00001709,6
00001709|07,00001709,7
00001709|08,00001709,8
00001709|09,00001709,9
00001709|10,00001709,10
00001710|01,00001710,1
00001710|02,00001710,2
00001710|03,00001710,3
00001710|04,00001710,4
00001710|05,00001710,5
00001710|06,00001710,6
00001710|07,00001710,7
00001710|08,00001710,8
00001710|09,00001710,9
00001710|10,00001710,10
00001711|01,00001711,1
00001711|02,00001711,2
00001711|03,00001711,3
00001711|04,00001711,4
00001711|05,00001711,5
00001711|06,00001711,6
00001711|07,00001711,7
00001711|08,00001711,8
00001711|09,00001711,9
00001711|10,00001711,10
00001712|01,00001712,1
00001712|02,00001712,2
00001712|03,00001712,3
00001712|04,00001712,4
00001712|05,00001712,5
00001712|06,00001712,6
00001712|07,00001712,7
00001712|08,00001712,8
00001712|09,00001712,9
00001712|10,00001712,10
00001713|01,00001713,1
00001713|02,00001713,2
00001713|03,00001713,3
00001713|04,00001713,4
00001713|05,00001713,5
00001713|06,00001713,6
00001713|07,00001713,7
00001713|08,00001713,8
00001713|09,00001713,9
00001713|10,00001713,10
00001714|01,00001714,1
00001714|02,00001714,2
00001714|03,00001714,3
00001714|04,00001714,4
00001714|05,00001714,5
00001714|06,00001714,6
00001714|07,00001714,7
00001714|08,00001714,8
00001714|09,00001714,9
00001714|10,00001714,10
00001715|01,00001715,1
00001715|02,00001715,2
00001715|03,00001715,3
00001715|04,00001715,4
00001715|05,00001715,5
00001715|06,00001715,6
00001715|07,00001715,7
00001715|08,00001715,8
00001715|09,00001715,9
00001715|10,00001715,10
00001716|01,00001716,1
00001716|02,00001716,2
00001716|03,00001716,3
00001716|04,00001716,4
00001716|05,00001716,5
00001716|06,00001716,6
00001716|07,00001716,7
00001716|08,00001716,8
00001716|09,00001716,9
00001716|10,00001716,10
00001717|01,00001717,1
00001717|02,00001717,2
00001717|03,00001717,3
00001717|04,00001717,4
00001717|05,00001717,5
00001717|06,00001717,6
00001717|07,00001717,7
00001717|08,00001717,8
00001717|09,00001717,9
00001717|10,00001717,10
00001718|01,00001718,1
00001718|02,00001718,2
00001718|03,00001718,3
00001718|04,00001718,4
00001718|05,00001718,5
00001718|06,00001718,6
00001718|07,00001718,7
00001718|08,00001718,8
00001718|09,00001718,9
00001718|10,00001718,10
00001719|01,00001719,1
00001719|02,00001719,2
00001719|03,00001719,3
00001719|04,00001719,4
00001719|05,00001719,5
00001719|06,00001719,6
00001719|07,00001719,7
00001719|08,00001719,8
00001719|09,00001719,9
00001719|10,00001719,10
00001720|01,00001720,1
00001720|02,00001720,2
00001720|03,00001720,3
00001720|04,00001720,4
00001720|05,00001720,5
00001720|06,00001720,6
00001720|07,00001720,7
00001720|08,00001720,8
00001720|09,00001720,9
00001720|10,00001720,10
00001721|01,00001721,1
00001721|02,00001721,2
00001721|03,00001721,3
00001721|04,00001721,4
00001721|05,00001721,5
00001721|06,00001721,6
00001721|07,00001721,7
00001721|08,00001721,8
00001721|09,00001721,9
00001721|10,00001721,10
00001722|01,00001722,1
00001722|02,00001722,2
00001722|03,00001722,3
00001722|04,00001722,4
00001722|05,00001722,5
00001722|06,00001722,6
00001722|07,00001722,7
00001722|08,00001722,8
00001722|09,00001722,9
00001722|10,00001722,10
00001723|01,00001723,1
00001723|02,00001723,2
00001723|03,00001723,3
00001723|04,00001723,4
00001723|05,00001723,5
00001723|06,00001723,6
00001723|07,00001723,7
00001723|08,00001723,8
00001723|09,00001723,9
00001723|10,00001723,10
00001724|01,00001724,1
00001724|02,00001724,2
00001724|03,00001724,3
00001724|04,00001724,4
00001724|05,00001724,5
00001724|06,00001724,6
00001724|07,00001724,7
00001724|08,00001724,8
00001724|09,00001724,9
00001724|10,00001724,10
00001725|01,00001725,1
00001725|02,00001725,2
00001725|03,00001725,3
00001725|04,00001725,4
00001725|05,00001725,5
00001725|06,00001725,6
00001725|07,00001725,7
00001725|08,00001725,8
00001725|09,00001725,9
00001725|10,00001725,10
00001726|01,00001726,1
00001726|02,00001726,2
00001726|03,00001726,3
00001726|04,00001726,4
00001726|05,00001726,5
00001726|06,00001726,6
00001726|07,00001726,7
00001726|08,00001726,8
00001726|09,00001726,9
00001726|10,00001726,10
00001727|01,00001727,1
00001727|02,00001727,2
00001727|03,00001727,3
00001727|04,00001727,4
00001727|05,00001727,5
00001727|06,00001727,6
00001727|07,00001727,7
00001727|08,00001727,8
00001727|09,00001727,9
00001727|10,00001727,10
00001728|01,00001728,1
00001728|02,00001728,2
00001728|03,00001728,3
00001728|04,00001728,4
00001728|05,00001728,5
00001728|06,00001728,6
00001728|07,00001728,7
00001728|08,00001728,8
00001728|09,00001728,9
00001728|10,00001728,10
00001729|01,00001729,1
00001729|02,00001729,2
00001729|03,00001729,3
00001729|04,00001729,4
00001729|05,00001729,5
00001729|06,00001729,6
00001729|07,00001729,7
00001729|08,00001729,8
00001729|09,00001729,9
00001729|10,00001729,10
00001730|01,00001730,1
00001730|02,00001730,2
00001730|03,00001730,3
00001730|04,00001730,4
00001730|05,00001730,5
00001730|06,00001730,6
00001730|07,00001730,7
00001730|08,00001730,8
00001730|09,00001730,9
00001730|10,00001730,10
00001731|01,00001731,1
00001731|02,00001731,2
00001731|03,00001731,3
00001731|04,00001731,4
00001731|05,00001731,5
00001731|06,00001731,6
00001731|07,00001731,7
00001731|08,00001731,8
00001731|09,00001731,9
00001731|10,00001731,10
00001732|01,00001732,1
00001732|02,00001732,2
00001732|03,00001732,3
00001732|04,00001732,4
00001732|05,00001732,5
00001732|06,00001732,6
00001732|07,00001732,7
00001732|08,00001732,8
00001732|09,00001732,9
00001732|10,00001732,10
00001733|01,00001733,1
00001733|02,00001733,2
00001733|03,00001733,3
00001733|04,00001733,4
00001733|05,00001733,5
00001733|06,00001733,6
00001733|07,00001733,7
00001733|08,00001733,8
00001733|09,00001733,9
00001733|10,00001733,10
00001734|01,00001734,1
00001734|02,00001734,2
00001734|03,00001734,3
00001734|04,00001734,4
00001734|05,00001734,5
00001734|06,00001734,6
00001734|07,00001734,7
00001734|08,00001734,8
00001734|09,00001734,9
00001734|10,00001734,10
00001735|01,00001735,1
00001735|02,00001735,2
00001735|03,00001735,3
00001735|04,00001735,4
00001735|05,00001735,5
00001735|06,00001735,6
00001735|07,00001735,7
00001735|08,00001735,8
00001735|09,00001735,9
00001735|10,00001735,10
00001736|01,00001736,1
00001736|02,00001736,2
00001736|03,00001736,3
00001736|04,00001736,4
00001736|05,00001736,5
00001736|06,00001736,6
00001736|07,00001736,7
00001736|08,00001736,8
00001736|09,00001736,9
00001736|10,00001736,10
00001737|01,00001737,1
00001737|02,00001737,2
00001737|03,00001737,3
00001737|04,00001737,4
00001737|05,00001737,5
00001737|06,00001737,6
00001737|07,00001737,7
00001737|08,00001737,8
00001737|09,00001737,9
00001737|10,00001737,10
00001738|01,00001738,1
00001738|03,00001738,3
00001738|04,00001738,4
00001738|06,00001738,6
00001738|07,00001738,7
00001738|08,00001738,8
00001738|09,00001738,9
00001738|10,00001738,10
00001739|01,00001739,1
00001739|02,00001739,2
00001739|03,00001739,3
00001739|04,00001739,4
00001739|05,00001739,5
00001739|06,00001739,6
00001739|07,00001739,7
00001739|08,00001739,8
00001739|09,00001739,9
00001739|10,00001739,10
00001740|01,00001740,1
00001740|02,00001740,2
00001740|03,00001740,3
00001740|04,00001740,4
00001740|05,00001740,5
00001740|06,00001740,6
00001740|07,00001740,7
00001740|08,00001740,8
00001740|09,00001740,9
00001740|10,00001740,10
00001741|01,00001741,1
00001741|02,00001741,2
00001741|03,00001741,3
00001741|04,00001741,4
00001741|05,00001741,5
00001741|06,00001741,6
00001741|07,00001741,7
00001741|08,00001741,8
00001741|09,00001741,9
00001741|10,00001741,10
00001742|01,00001742,1
00001742|02,00001742,2
00001742|03,00001742,3
00001742|04,00001742,4
00001742|05,00001742,5
00001742|06,00001742,6
00001742|07,00001742,7
00001742|08,00001742,8
00001742|09,00001742,9
00001742|10,00001742,10
00001743|01,00001743,1
00001743|02,00001743,2
00001743|03,00001743,3
00001743|04,00001743,4
00001743|06,00001743,6
00001743|07,00001743,7
00001743|08,00001743,8
00001743|09,00001743,9
00001743|10,00001743,10
00001744|01,00001744,1
00001744|02,00001744,2
00001744|03,00001744,3
00001744|04,00001744,4
00001744|05,00001744,5
00001744|06,00001744,6
00001744|07,00001744,7
00001744|08,00001744,8
00001744|09,00001744,9
00001744|10,00001744,10
00001745|01,00001745,1
00001745|02,00001745,2
00001745|03,00001745,3
00001745|04,00001745,4
00001745|05,00001745,5
00001745|06,00001745,6
00001745|07,00001745,7
00001745|08,00001745,8
00001745|09,00001745,9
00001745|10,00001745,10
00001746|01,00001746,1
00001746|02,00001746,2
00001746|03,00001746,3
00001746|04,00001746,4
00001746|05,00001746,5
00001746|06,00001746,6
00001746|07,00001746,7
00001746|08,00001746,8
00001746|09,00001746,9
00001746|10,00001746,10
00001747|01,00001747,1
00001747|02,00001747,2
00001747|03,00001747,3
00001747|04,00001747,4
00001747|05,00001747,5
00001747|06,00001747,6
00001747|07,00001747,7
00001747|08,00001747,8
00001747|09,00001747,9
00001747|10,00001747,10
00001748|01,00001748,1
00001748|02,00001748,2
00001748|03,00001748,3
00001748|04,00001748,4
00001748|05,00001748,5
00001748|06,00001748,6
00001748|07,00001748,7
00001748|08,00001748,8
00001748|09,00001748,9
00001748|10,00001748,10
00001749|01,00001749,1
00001749|02,00001749,2
00001749|03,00001749,3
00001749|04,00001749,4
00001749|05,00001749,5
00001749|06,00001749,6
00001749|07,00001749,7
00001749|08,00001749,8
00001749|09,00001749,9
00001749|10,00001749,10
00001750|01,00001750,1
00001750|02,00001750,2
00001750|03,00001750,3
00001750|04,00001750,4
00001750|05,00001750,5
00001750|06,00001750,6
00001750|07,00001750,7
00001750|08,00001750,8
00001750|09,00001750,9
00001750|10,00001750,10
00001751|01,00001751,1
00001751|02,00001751,2
00001751|03,00001751,3
00001751|04,00001751,4
00001751|05,00001751,5
00001751|06,00001751,6
00001751|07,00001751,7
00001751|08,00001751,8
00001751|09,00001751,9
00001751|10,00001751,10
00001752|01,00001752,1
00001752|02,00001752,2
00001752|03,00001752,3
00001752|04,00001752,4
00001752|05,00001752,5
00001752|06,00001752,6
00001752|07,00001752,7
00001752|08,00001752,8
00001752|09,00001752,9
00001752|10,00001752,10
00001753|01,00001753,1
00001753|02,00001753,2
00001753|03,00001753,3
00001753|04,00001753,4
00001753|05,00001753,5
00001753|06,00001753,6
00001753|07,00001753,7
00001753|08,00001753,8
00001753|09,00001753,9
00001753|10,00001753,10
00001754|01,00001754,1
00001754|02,00001754,2
00001754|03,00001754,3
00001754|04,00001754,4
00001754|05,00001754,5
00001754|06,00001754,6
00001754|07,00001754,7
00001754|08,00001754,8
00001754|09,00001754,9
00001754|10,00001754,10
00001755|01,00001755,1
00001755|02,00001755,2
00001755|03,00001755,3
00001755|04,00001755,4
00001755|05,00001755,5
00001755|06,00001755,6
00001755|07,00001755,7
00001755|08,00001755,8
00001755|09,00001755,9
00001755|10,00001755,10
00001756|01,00001756,1
00001756|02,00001756,2
00001756|03,00001756,3
00001756|04,00001756,4
00001756|05,00001756,5
00001756|06,00001756,6
00001756|07,00001756,7
00001756|08,00001756,8
00001756|09,00001756,9
00001756|10,00001756,10
00001757|01,00001757,1
00001757|02,00001757,2
00001757|03,00001757,3
00001757|04,00001757,4
00001757|05,00001757,5
00001757|06,00001757,6
00001757|07,00001757,7
00001757|08,00001757,8
00001757|09,00001757,9
00001757|10,00001757,10
00001758|01,00001758,1
00001758|02,00001758,2
00001758|03,00001758,3
00001758|04,00001758,4
00001758|05,00001758,5
00001758|06,00001758,6
00001758|07,00001758,7
00001758|08,00001758,8
00001758|09,00001758,9
00001758|10,00001758,10
00001759|01,00001759,1
00001759|03,00001759,3
00001759|04,00001759,4
00001759|05,00001759,5
00001759|06,00001759,6
00001759|07,00001759,7
00001759|08,00001759,8
00001759|09,00001759,9
00001759|10,00001759,10
00001760|01,00001760,1
00001760|02,00001760,2
00001760|03,00001760,3
00001760|04,00001760,4
00001760|06,00001760,6
00001760|07,00001760,7
00001760|08,00001760,8
00001760|09,00001760,9
00001760|10,00001760,10
00001761|01,00001761,1
00001761|02,00001761,2
00001761|03,00001761,3
00001761|04,00001761,4
00001761|05,00001761,5
00001761|06,00001761,6
00001761|07,00001761,7
00001761|08,00001761,8
00001761|09,00001761,9
00001761|10,00001761,10
00001762|01,00001762,1
00001762|02,00001762,2
00001762|03,00001762,3
00001762|04,00001762,4
00001762|05,00001762,5
00001762|06,00001762,6
00001762|07,00001762,7
00001762|08,00001762,8
00001762|09,00001762,9
00001762|10,00001762,10
00001763|01,00001763,1
00001763|02,00001763,2
00001763|03,00001763,3
00001763|04,00001763,4
00001763|05,00001763,5
00001763|06,00001763,6
00001763|07,00001763,7
00001763|08,00001763,8
00001763|09,00001763,9
00001763|10,00001763,10
00001764|01,00001764,1
00001764|02,00001764,2
00001764|03,00001764,3
00001764|04,00001764,4
00001764|05,00001764,5
00001764|06,00001764,6
00001764|07,00001764,7
00001764|08,00001764,8
00001764|09,00001764,9
00001764|10,00001764,10
00001765|01,00001765,1
00001765|02,00001765,2
00001765|03,00001765,3
00001765|04,00001765,4
00001765|05,00001765,5
00001765|06,00001765,6
00001765|07,00001765,7
00001765|08,00001765,8
00001765|09,00001765,9
00001765|10,00001765,10
00001766|01,00001766,1
00001766|02,00001766,2
00001766|03,00001766,3
00001766|04,00001766,4
00001766|05,00001766,5
00001766|06,00001766,6
00001766|07,00001766,7
00001766|08,00001766,8
00001766|09,00001766,9
00001766|10,00001766,10
00001767|01,00001767,1
00001767|02,00001767,2
00001767|03,00001767,3
00001767|04,00001767,4
00001767|05,00001767,5
00001767|06,00001767,6
00001767|07,00001767,7
00001767|08,00001767,8
00001767|09,00001767,9
00001767|10,00001767,10
00001768|01,00001768,1
00001768|02,00001768,2
00001768|03,00001768,3
00001768|04,00001768,4
00001768|05,00001768,5
00001768|06,00001768,6
00001768|07,00001768,7
00001768|08,00001768,8
00001768|09,00001768,9
00001768|10,00001768,10
00001769|01,00001769,1
00001769|02,00001769,2
00001769|03,00001769,3
00001769|04,00001769,4
00001769|05,00001769,5
00001769|06,00001769,6
00001769|07,00001769,7
00001769|08,00001769,8
00001769|09,00001769,9
00001769|10,00001769,10
00001770|01,00001770,1
00001770|02,00001770,2
00001770|03,00001770,3
00001770|04,00001770,4
00001770|05,00001770,5
00001770|06,00001770,6
00001770|07,00001770,7
00001770|08,00001770,8
00001770|09,00001770,9
00001770|10,00001770,10
00001771|01,00001771,1
00001771|02,00001771,2
00001771|03,00001771,3
00001771|04,00001771,4
00001771|05,00001771,5
00001771|06,00001771,6
00001771|07,00001771,7
00001771|08,00001771,8
00001771|09,00001771,9
00001771|10,00001771,10
00001772|01,00001772,1
00001772|02,00001772,2
00001772|03,00001772,3
00001772|04,00001772,4
00001772|05,00001772,5
00001772|06,00001772,6
00001772|07,00001772,7
00001772|08,00001772,8
00001772|09,00001772,9
00001772|10,00001772,10
00001773|01,00001773,1
00001773|02,00001773,2
00001773|03,00001773,3
00001773|04,00001773,4
00001773|05,00001773,5
00001773|06,00001773,6
00001773|07,00001773,7
00001773|08,00001773,8
00001773|09,00001773,9
00001773|10,00001773,10
00001774|01,00001774,1
00001774|02,00001774,2
00001774|03,00001774,3
00001774|04,00001774,4
00001774|05,00001774,5
00001774|06,00001774,6
00001774|07,00001774,7
00001774|09,00001774,9
00001774|10,00001774,10
00001775|02,00001775,2
00001775|03,00001775,3
00001775|04,00001775,4
00001775|05,00001775,5
00001775|07,00001775,7
00001775|08,00001775,8
00001775|09,00001775,9
00001775|10,00001775,10
00001776|02,00001776,2
00001776|03,00001776,3
00001776|04,00001776,4
00001776|05,00001776,5
00001776|07,00001776,7
00001776|08,00001776,8
00001776|09,00001776,9
00001776|10,00001776,10
00001777|01,00001777,1
00001777|02,00001777,2
00001777|03,00001777,3
00001777|04,00001777,4
00001777|05,00001777,5
00001777|06,00001777,6
00001777|07,00001777,7
00001777|08,00001777,8
00001777|09,00001777,9
00001777|10,00001777,10
00001778|01,00001778,1
00001778|02,00001778,2
00001778|03,00001778,3
00001778|04,00001778,4
00001778|05,00001778,5
00001778|06,00001778,6
00001778|07,00001778,7
00001778|08,00001778,8
00001778|09,00001778,9
00001778|10,00001778,10
00001779|01,00001779,1
00001779|02,00001779,2
00001779|03,00001779,3
00001779|04,00001779,4
00001779|05,00001779,5
00001779|06,00001779,6
00001779|07,00001779,7
00001779|08,00001779,8
00001779|09,00001779,9
00001779|10,00001779,10
00001780|01,00001780,1
00001780|02,00001780,2
00001780|03,00001780,3
00001780|04,00001780,4
00001780|06,00001780,6
00001780|07,00001780,7
00001780|08,00001780,8
00001780|09,00001780,9
00001780|10,00001780,10
00001781|01,00001781,1
00001781|02,00001781,2
00001781|03,00001781,3
00001781|04,00001781,4
00001781|05,00001781,5
00001781|06,00001781,6
00001781|07,00001781,7
00001781|08,00001781,8
00001781|09,00001781,9
00001781|10,00001781,10
00001782|01,00001782,1
00001782|02,00001782,2
00001782|03,00001782,3
00001782|04,00001782,4
00001782|05,00001782,5
00001782|06,00001782,6
00001782|07,00001782,7
00001782|08,00001782,8
00001782|09,00001782,9
00001782|10,00001782,10
00001783|01,00001783,1
00001783|02,00001783,2
00001783|03,00001783,3
00001783|04,00001783,4
00001783|05,00001783,5
00001783|06,00001783,6
00001783|07,00001783,7
00001783|08,00001783,8
00001783|09,00001783,9
00001783|10,00001783,10
00001784|01,00001784,1
00001784|02,00001784,2
00001784|03,00001784,3
00001784|04,00001784,4
00001784|05,00001784,5
00001784|06,00001784,6
00001784|07,00001784,7
00001784|08,00001784,8
00001784|09,00001784,9
00001784|10,00001784,10
00001785|01,00001785,1
00001785|02,00001785,2
00001785|03,00001785,3
00001785|04,00001785,4
00001785|05,00001785,5
00001785|06,00001785,6
00001785|07,00001785,7
00001785|08,00001785,8
00001785|09,00001785,9
00001785|10,00001785,10
00001786|01,00001786,1
00001786|02,00001786,2
00001786|03,00001786,3
00001786|04,00001786,4
00001786|05,00001786,5
00001786|06,00001786,6
00001786|07,00001786,7
00001786|08,00001786,8
00001786|09,00001786,9
00001786|10,00001786,10
00001787|01,00001787,1
00001787|02,00001787,2
00001787|03,00001787,3
00001787|04,00001787,4
00001787|05,00001787,5
00001787|06,00001787,6
00001787|07,00001787,7
00001787|08,00001787,8
00001787|09,00001787,9
00001787|10,00001787,10
00001788|01,00001788,1
00001788|02,00001788,2
00001788|03,00001788,3
00001788|04,00001788,4
00001788|05,00001788,5
00001788|06,00001788,6
00001788|07,00001788,7
00001788|08,00001788,8
00001788|09,00001788,9
00001788|10,00001788,10
00001789|01,00001789,1
00001789|02,00001789,2
00001789|03,00001789,3
00001789|04,00001789,4
00001789|05,00001789,5
00001789|06,00001789,6
00001789|07,00001789,7
00001789|08,00001789,8
00001789|09,00001789,9
00001789|10,00001789,10
00001790|01,00001790,1
00001790|02,00001790,2
00001790|03,00001790,3
00001790|04,00001790,4
00001790|05,00001790,5
00001790|06,00001790,6
00001790|07,00001790,7
00001790|08,00001790,8
00001790|09,00001790,9
00001790|10,00001790,10
00001791|01,00001791,1
00001791|02,00001791,2
00001791|03,00001791,3
00001791|04,00001791,4
00001791|05,00001791,5
00001791|06,00001791,6
00001791|07,00001791,7
00001791|08,00001791,8
00001791|09,00001791,9
00001791|10,00001791,10
00001792|01,00001792,1
00001792|02,00001792,2
00001792|03,00001792,3
00001792|04,00001792,4
00001792|05,00001792,5
00001792|06,00001792,6
00001792|07,00001792,7
00001792|08,00001792,8
00001792|09,00001792,9
00001792|10,00001792,10
00001793|01,00001793,1
00001793|02,00001793,2
00001793|03,00001793,3
00001793|04,00001793,4
00001793|05,00001793,5
00001793|06,00001793,6
00001793|07,00001793,7
00001793|08,00001793,8
00001793|09,00001793,9
00001793|10,00001793,10
00001794|01,00001794,1
00001794|02,00001794,2
00001794|03,00001794,3
00001794|04,00001794,4
00001794|05,00001794,5
00001794|06,00001794,6
00001794|07,00001794,7
00001794|08,00001794,8
00001794|09,00001794,9
00001794|10,00001794,10
00001795|01,00001795,1
00001795|02,00001795,2
00001795|03,00001795,3
00001795|04,00001795,4
00001795|05,00001795,5
00001795|06,00001795,6
00001795|07,00001795,7
00001795|08,00001795,8
00001795|09,00001795,9
00001795|10,00001795,10
00001796|01,00001796,1
00001796|02,00001796,2
00001796|03,00001796,3
00001796|04,00001796,4
00001796|05,00001796,5
00001796|06,00001796,6
00001796|07,00001796,7
00001796|08,00001796,8
00001796|09,00001796,9
00001796|10,00001796,10
00001797|01,00001797,1
00001797|02,00001797,2
00001797|03,00001797,3
00001797|04,00001797,4
00001797|05,00001797,5
00001797|06,00001797,6
00001797|07,00001797,7
00001797|08,00001797,8
00001797|09,00001797,9
00001797|10,00001797,10
00001798|01,00001798,1
00001798|04,00001798,4
00001798|05,00001798,5
00001798|06,00001798,6
00001798|07,00001798,7
00001798|08,00001798,8
00001798|09,00001798,9
00001798|10,00001798,10
00001799|01,00001799,1
00001799|02,00001799,2
00001799|03,00001799,3
00001799|04,00001799,4
00001799|05,00001799,5
00001799|06,00001799,6
00001799|07,00001799,7
00001799|08,00001799,8
00001799|09,00001799,9
00001799|10,00001799,10
00001800|01,00001800,1
00001800|02,00001800,2
00001800|03,00001800,3
00001800|04,00001800,4
00001800|05,00001800,5
00001800|06,00001800,6
00001800|07,00001800,7
00001800|08,00001800,8
00001800|09,00001800,9
00001800|10,00001800,10
00001801|01,00001801,1
00001801|02,00001801,2
00001801|03,00001801,3
00001801|04,00001801,4
00001801|05,00001801,5
00001801|06,00001801,6
00001801|07,00001801,7
00001801|08,00001801,8
00001801|09,00001801,9
00001801|10,00001801,10
00001802|01,00001802,1
00001802|02,00001802,2
00001802|03,00001802,3
00001802|04,00001802,4
00001802|05,00001802,5
00001802|06,00001802,6
00001802|07,00001802,7
00001802|08,00001802,8
00001802|09,00001802,9
00001802|10,00001802,10
