negative_pair_id,dataset,protocol,pair_label,canonical_finger_position,subject_id_a,subject_id_b,ppi,path_a,path_b,raw_frgp_a,raw_frgp_b,source_plain_pair_id,source_roll_pair_id,plain_group_index,roll_group_index,shift
sd300b_plain_roll_next_subject_impostor_08_00001525_00001526,sd300b,plain_roll_next_subject_impostor,impostor,8,00001525,00001526,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001525_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001526_roll_1000_08.png,8,8,sd300b_plain_roll_00001525_08,sd300b_plain_roll_00001526_08,520,521,1
sd300b_plain_roll_next_subject_impostor_08_00001526_00001527,sd300b,plain_roll_next_subject_impostor,impostor,8,00001526,00001527,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001526_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001527_roll_1000_08.png,8,8,sd300b_plain_roll_00001526_08,sd300b_plain_roll_00001527_08,521,522,1
sd300b_plain_roll_next_subject_impostor_08_00001527_00001528,sd300b,plain_roll_next_subject_impostor,impostor,8,00001527,00001528,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001527_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001528_roll_1000_08.png,8,8,sd300b_plain_roll_00001527_08,sd300b_plain_roll_00001528_08,522,523,1
sd300b_plain_roll_next_subject_impostor_08_00001528_00001529,sd300b,plain_roll_next_subject_impostor,impostor,8,00001528,00001529,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001528_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001529_roll_1000_08.png,8,8,sd300b_plain_roll_00001528_08,sd300b_plain_roll_00001529_08,523,524,1
sd300b_plain_roll_next_subject_impostor_08_00001529_00001530,sd300b,plain_roll_next_subject_impostor,impostor,8,00001529,00001530,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001529_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001530_roll_1000_08.png,8,8,sd300b_plain_roll_00001529_08,sd300b_plain_roll_00001530_08,524,525,1
sd300b_plain_roll_next_subject_impostor_08_00001530_00001531,sd300b,plain_roll_next_subject_impostor,impostor,8,00001530,00001531,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001530_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001531_roll_1000_08.png,8,8,sd300b_plain_roll_00001530_08,sd300b_plain_roll_00001531_08,525,526,1
sd300b_plain_roll_next_subject_impostor_08_00001531_00001532,sd300b,plain_roll_next_subject_impostor,impostor,8,00001531,00001532,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001531_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001532_roll_1000_08.png,8,8,sd300b_plain_roll_00001531_08,sd300b_plain_roll_00001532_08,526,527,1
sd300b_plain_roll_next_subject_impostor_08_00001532_00001533,sd300b,plain_roll_next_subject_impostor,impostor,8,00001532,00001533,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001532_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001533_roll_1000_08.png,8,8,sd300b_plain_roll_00001532_08,sd300b_plain_roll_00001533_08,527,528,1
sd300b_plain_roll_next_subject_impostor_08_00001533_00001534,sd300b,plain_roll_next_subject_impostor,impostor,8,00001533,00001534,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001533_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001534_roll_1000_08.png,8,8,sd300b_plain_roll_00001533_08,sd300b_plain_roll_00001534_08,528,529,1
sd300b_plain_roll_next_subject_impostor_08_00001534_00001535,sd300b,plain_roll_next_subject_impostor,impostor,8,00001534,00001535,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001534_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001535_roll_1000_08.png,8,8,sd300b_plain_roll_00001534_08,sd300b_plain_roll_00001535_08,529,530,1
sd300b_plain_roll_next_subject_impostor_08_00001535_00001536,sd300b,plain_roll_next_subject_impostor,impostor,8,00001535,00001536,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001535_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001536_roll_1000_08.png,8,8,sd300b_plain_roll_00001535_08,sd300b_plain_roll_00001536_08,530,531,1
sd300b_plain_roll_next_subject_impostor_08_00001536_00001537,sd300b,plain_roll_next_subject_impostor,impostor,8,00001536,00001537,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001536_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001537_roll_1000_08.png,8,8,sd300b_plain_roll_00001536_08,sd300b_plain_roll_00001537_08,531,532,1
sd300b_plain_roll_next_subject_impostor_08_00001537_00001538,sd300b,plain_roll_next_subject_impostor,impostor,8,00001537,00001538,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001537_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001538_roll_1000_08.png,8,8,sd300b_plain_roll_00001537_08,sd300b_plain_roll_00001538_08,532,533,1
sd300b_plain_roll_next_subject_impostor_08_00001538_00001540,sd300b,plain_roll_next_subject_impostor,impostor,8,00001538,00001540,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001538_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001540_roll_1000_08.png,8,8,sd300b_plain_roll_00001538_08,sd300b_plain_roll_00001540_08,533,534,1
sd300b_plain_roll_next_subject_impostor_08_00001540_00001541,sd300b,plain_roll_next_subject_impostor,impostor,8,00001540,00001541,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001540_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001541_roll_1000_08.png,8,8,sd300b_plain_roll_00001540_08,sd300b_plain_roll_00001541_08,534,535,1
sd300b_plain_roll_next_subject_impostor_08_00001541_00001542,sd300b,plain_roll_next_subject_impostor,impostor,8,00001541,00001542,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001541_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001542_roll_1000_08.png,8,8,sd300b_plain_roll_00001541_08,sd300b_plain_roll_00001542_08,535,536,1
sd300b_plain_roll_next_subject_impostor_08_00001542_00001543,sd300b,plain_roll_next_subject_impostor,impostor,8,00001542,00001543,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001542_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001543_roll_1000_08.png,8,8,sd300b_plain_roll_00001542_08,sd300b_plain_roll_00001543_08,536,537,1
sd300b_plain_roll_next_subject_impostor_08_00001543_00001544,sd300b,plain_roll_next_subject_impostor,impostor,8,00001543,00001544,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001543_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001544_roll_1000_08.png,8,8,sd300b_plain_roll_00001543_08,sd300b_plain_roll_00001544_08,537,538,1
sd300b_plain_roll_next_subject_impostor_08_00001544_00001545,sd300b,plain_roll_next_subject_impostor,impostor,8,00001544,00001545,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001544_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001545_roll_1000_08.png,8,8,sd300b_plain_roll_00001544_08,sd300b_plain_roll_00001545_08,538,539,1
sd300b_plain_roll_next_subject_impostor_08_00001545_00001546,sd300b,plain_roll_next_subject_impostor,impostor,8,00001545,00001546,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001545_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001546_roll_1000_08.png,8,8,sd300b_plain_roll_00001545_08,sd300b_plain_roll_00001546_08,539,540,1
sd300b_plain_roll_next_subject_impostor_08_00001546_00001547,sd300b,plain_roll_next_subject_impostor,impostor,8,00001546,00001547,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001546_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001547_roll_1000_08.png,8,8,sd300b_plain_roll_00001546_08,sd300b_plain_roll_00001547_08,540,541,1
sd300b_plain_roll_next_subject_impostor_08_00001547_00001548,sd300b,plain_roll_next_subject_impostor,impostor,8,00001547,00001548,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001547_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001548_roll_1000_08.png,8,8,sd300b_plain_roll_00001547_08,sd300b_plain_roll_00001548_08,541,542,1
sd300b_plain_roll_next_subject_impostor_08_00001548_00001549,sd300b,plain_roll_next_subject_impostor,impostor,8,00001548,00001549,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001548_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001549_roll_1000_08.png,8,8,sd300b_plain_roll_00001548_08,sd300b_plain_roll_00001549_08,542,543,1
sd300b_plain_roll_next_subject_impostor_08_00001549_00001551,sd300b,plain_roll_next_subject_impostor,impostor,8,00001549,00001551,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001549_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001551_roll_1000_08.png,8,8,sd300b_plain_roll_00001549_08,sd300b_plain_roll_00001551_08,543,544,1
sd300b_plain_roll_next_subject_impostor_08_00001551_00001552,sd300b,plain_roll_next_subject_impostor,impostor,8,00001551,00001552,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001551_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001552_roll_1000_08.png,8,8,sd300b_plain_roll_00001551_08,sd300b_plain_roll_00001552_08,544,545,1
sd300b_plain_roll_next_subject_impostor_08_00001552_00001553,sd300b,plain_roll_next_subject_impostor,impostor,8,00001552,00001553,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001552_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001553_roll_1000_08.png,8,8,sd300b_plain_roll_00001552_08,sd300b_plain_roll_00001553_08,545,546,1
sd300b_plain_roll_next_subject_impostor_08_00001553_00001554,sd300b,plain_roll_next_subject_impostor,impostor,8,00001553,00001554,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001553_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001554_roll_1000_08.png,8,8,sd300b_plain_roll_00001553_08,sd300b_plain_roll_00001554_08,546,547,1
sd300b_plain_roll_next_subject_impostor_08_00001554_00001555,sd300b,plain_roll_next_subject_impostor,impostor,8,00001554,00001555,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001554_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001555_roll_1000_08.png,8,8,sd300b_plain_roll_00001554_08,sd300b_plain_roll_00001555_08,547,548,1
sd300b_plain_roll_next_subject_impostor_08_00001555_00001556,sd300b,plain_roll_next_subject_impostor,impostor,8,00001555,00001556,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001555_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001556_roll_1000_08.png,8,8,sd300b_plain_roll_00001555_08,sd300b_plain_roll_00001556_08,548,549,1
sd300b_plain_roll_next_subject_impostor_08_00001556_00001557,sd300b,plain_roll_next_subject_impostor,impostor,8,00001556,00001557,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001556_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001557_roll_1000_08.png,8,8,sd300b_plain_roll_00001556_08,sd300b_plain_roll_00001557_08,549,550,1
sd300b_plain_roll_next_subject_impostor_08_00001557_00001558,sd300b,plain_roll_next_subject_impostor,impostor,8,00001557,00001558,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001557_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001558_roll_1000_08.png,8,8,sd300b_plain_roll_00001557_08,sd300b_plain_roll_00001558_08,550,551,1
sd300b_plain_roll_next_subject_impostor_08_00001558_00001559,sd300b,plain_roll_next_subject_impostor,impostor,8,00001558,00001559,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001558_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001559_roll_1000_08.png,8,8,sd300b_plain_roll_00001558_08,sd300b_plain_roll_00001559_08,551,552,1
sd300b_plain_roll_next_subject_impostor_08_00001559_00001560,sd300b,plain_roll_next_subject_impostor,impostor,8,00001559,00001560,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001559_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001560_roll_1000_08.png,8,8,sd300b_plain_roll_00001559_08,sd300b_plain_roll_00001560_08,552,553,1
sd300b_plain_roll_next_subject_impostor_08_00001560_00001561,sd300b,plain_roll_next_subject_impostor,impostor,8,00001560,00001561,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001560_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001561_roll_1000_08.png,8,8,sd300b_plain_roll_00001560_08,sd300b_plain_roll_00001561_08,553,554,1
sd300b_plain_roll_next_subject_impostor_08_00001561_00001562,sd300b,plain_roll_next_subject_impostor,impostor,8,00001561,00001562,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001561_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001562_roll_1000_08.png,8,8,sd300b_plain_roll_00001561_08,sd300b_plain_roll_00001562_08,554,555,1
sd300b_plain_roll_next_subject_impostor_08_00001562_00001563,sd300b,plain_roll_next_subject_impostor,impostor,8,00001562,00001563,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001562_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001563_roll_1000_08.png,8,8,sd300b_plain_roll_00001562_08,sd300b_plain_roll_00001563_08,555,556,1
sd300b_plain_roll_next_subject_impostor_08_00001563_00001564,sd300b,plain_roll_next_subject_impostor,impostor,8,00001563,00001564,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001563_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001564_roll_1000_08.png,8,8,sd300b_plain_roll_00001563_08,sd300b_plain_roll_00001564_08,556,557,1
sd300b_plain_roll_next_subject_impostor_08_00001564_00001565,sd300b,plain_roll_next_subject_impostor,impostor,8,00001564,00001565,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001564_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001565_roll_1000_08.png,8,8,sd300b_plain_roll_00001564_08,sd300b_plain_roll_00001565_08,557,558,1
sd300b_plain_roll_next_subject_impostor_08_00001565_00001566,sd300b,plain_roll_next_subject_impostor,impostor,8,00001565,00001566,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001565_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001566_roll_1000_08.png,8,8,sd300b_plain_roll_00001565_08,sd300b_plain_roll_00001566_08,558,559,1
sd300b_plain_roll_next_subject_impostor_08_00001566_00001567,sd300b,plain_roll_next_subject_impostor,impostor,8,00001566,00001567,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001566_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001567_roll_1000_08.png,8,8,sd300b_plain_roll_00001566_08,sd300b_plain_roll_00001567_08,559,560,1
sd300b_plain_roll_next_subject_impostor_08_00001567_00001568,sd300b,plain_roll_next_subject_impostor,impostor,8,00001567,00001568,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001567_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001568_roll_1000_08.png,8,8,sd300b_plain_roll_00001567_08,sd300b_plain_roll_00001568_08,560,561,1
sd300b_plain_roll_next_subject_impostor_08_00001568_00001569,sd300b,plain_roll_next_subject_impostor,impostor,8,00001568,00001569,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001568_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001569_roll_1000_08.png,8,8,sd300b_plain_roll_00001568_08,sd300b_plain_roll_00001569_08,561,562,1
sd300b_plain_roll_next_subject_impostor_08_00001569_00001570,sd300b,plain_roll_next_subject_impostor,impostor,8,00001569,00001570,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001569_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001570_roll_1000_08.png,8,8,sd300b_plain_roll_00001569_08,sd300b_plain_roll_00001570_08,562,563,1
sd300b_plain_roll_next_subject_impostor_08_00001570_00001571,sd300b,plain_roll_next_subject_impostor,impostor,8,00001570,00001571,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001570_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001571_roll_1000_08.png,8,8,sd300b_plain_roll_00001570_08,sd300b_plain_roll_00001571_08,563,564,1
sd300b_plain_roll_next_subject_impostor_08_00001571_00001572,sd300b,plain_roll_next_subject_impostor,impostor,8,00001571,00001572,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001571_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001572_roll_1000_08.png,8,8,sd300b_plain_roll_00001571_08,sd300b_plain_roll_00001572_08,564,565,1
sd300b_plain_roll_next_subject_impostor_08_00001572_00001573,sd300b,plain_roll_next_subject_impostor,impostor,8,00001572,00001573,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001572_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001573_roll_1000_08.png,8,8,sd300b_plain_roll_00001572_08,sd300b_plain_roll_00001573_08,565,566,1
sd300b_plain_roll_next_subject_impostor_08_00001573_00001574,sd300b,plain_roll_next_subject_impostor,impostor,8,00001573,00001574,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001573_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001574_roll_1000_08.png,8,8,sd300b_plain_roll_00001573_08,sd300b_plain_roll_00001574_08,566,567,1
sd300b_plain_roll_next_subject_impostor_08_00001574_00001575,sd300b,plain_roll_next_subject_impostor,impostor,8,00001574,00001575,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001574_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001575_roll_1000_08.png,8,8,sd300b_plain_roll_00001574_08,sd300b_plain_roll_00001575_08,567,568,1
sd300b_plain_roll_next_subject_impostor_08_00001575_00001576,sd300b,plain_roll_next_subject_impostor,impostor,8,00001575,00001576,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001575_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001576_roll_1000_08.png,8,8,sd300b_plain_roll_00001575_08,sd300b_plain_roll_00001576_08,568,569,1
sd300b_plain_roll_next_subject_impostor_08_00001576_00001577,sd300b,plain_roll_next_subject_impostor,impostor,8,00001576,00001577,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001576_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001577_roll_1000_08.png,8,8,sd300b_plain_roll_00001576_08,sd300b_plain_roll_00001577_08,569,570,1
sd300b_plain_roll_next_subject_impostor_08_00001577_00001578,sd300b,plain_roll_next_subject_impostor,impostor,8,00001577,00001578,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001577_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001578_roll_1000_08.png,8,8,sd300b_plain_roll_00001577_08,sd300b_plain_roll_00001578_08,570,571,1
sd300b_plain_roll_next_subject_impostor_08_00001578_00001579,sd300b,plain_roll_next_subject_impostor,impostor,8,00001578,00001579,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001578_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001579_roll_1000_08.png,8,8,sd300b_plain_roll_00001578_08,sd300b_plain_roll_00001579_08,571,572,1
sd300b_plain_roll_next_subject_impostor_08_00001579_00001580,sd300b,plain_roll_next_subject_impostor,impostor,8,00001579,00001580,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001579_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001580_roll_1000_08.png,8,8,sd300b_plain_roll_00001579_08,sd300b_plain_roll_00001580_08,572,573,1
sd300b_plain_roll_next_subject_impostor_08_00001580_00001581,sd300b,plain_roll_next_subject_impostor,impostor,8,00001580,00001581,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001580_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001581_roll_1000_08.png,8,8,sd300b_plain_roll_00001580_08,sd300b_plain_roll_00001581_08,573,574,1
sd300b_plain_roll_next_subject_impostor_08_00001581_00001582,sd300b,plain_roll_next_subject_impostor,impostor,8,00001581,00001582,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001581_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001582_roll_1000_08.png,8,8,sd300b_plain_roll_00001581_08,sd300b_plain_roll_00001582_08,574,575,1
sd300b_plain_roll_next_subject_impostor_08_00001582_00001583,sd300b,plain_roll_next_subject_impostor,impostor,8,00001582,00001583,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001582_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001583_roll_1000_08.png,8,8,sd300b_plain_roll_00001582_08,sd300b_plain_roll_00001583_08,575,576,1
sd300b_plain_roll_next_subject_impostor_08_00001583_00001584,sd300b,plain_roll_next_subject_impostor,impostor,8,00001583,00001584,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001583_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001584_roll_1000_08.png,8,8,sd300b_plain_roll_00001583_08,sd300b_plain_roll_00001584_08,576,577,1
sd300b_plain_roll_next_subject_impostor_08_00001584_00001585,sd300b,plain_roll_next_subject_impostor,impostor,8,00001584,00001585,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001584_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001585_roll_1000_08.png,8,8,sd300b_plain_roll_00001584_08,sd300b_plain_roll_00001585_08,577,578,1
sd300b_plain_roll_next_subject_impostor_08_00001585_00001586,sd300b,plain_roll_next_subject_impostor,impostor,8,00001585,00001586,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001585_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001586_roll_1000_08.png,8,8,sd300b_plain_roll_00001585_08,sd300b_plain_roll_00001586_08,578,579,1
sd300b_plain_roll_next_subject_impostor_08_00001586_00001587,sd300b,plain_roll_next_subject_impostor,impostor,8,00001586,00001587,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001586_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001587_roll_1000_08.png,8,8,sd300b_plain_roll_00001586_08,sd300b_plain_roll_00001587_08,579,580,1
sd300b_plain_roll_next_subject_impostor_08_00001587_00001588,sd300b,plain_roll_next_subject_impostor,impostor,8,00001587,00001588,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001587_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001588_roll_1000_08.png,8,8,sd300b_plain_roll_00001587_08,sd300b_plain_roll_00001588_08,580,581,1
sd300b_plain_roll_next_subject_impostor_08_00001588_00001589,sd300b,plain_roll_next_subject_impostor,impostor,8,00001588,00001589,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001588_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001589_roll_1000_08.png,8,8,sd300b_plain_roll_00001588_08,sd300b_plain_roll_00001589_08,581,582,1
sd300b_plain_roll_next_subject_impostor_08_00001589_00001590,sd300b,plain_roll_next_subject_impostor,impostor,8,00001589,00001590,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001589_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001590_roll_1000_08.png,8,8,sd300b_plain_roll_00001589_08,sd300b_plain_roll_00001590_08,582,583,1
sd300b_plain_roll_next_subject_impostor_08_00001590_00001591,sd300b,plain_roll_next_subject_impostor,impostor,8,00001590,00001591,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001590_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001591_roll_1000_08.png,8,8,sd300b_plain_roll_00001590_08,sd300b_plain_roll_00001591_08,583,584,1
sd300b_plain_roll_next_subject_impostor_08_00001591_00001592,sd300b,plain_roll_next_subject_impostor,impostor,8,00001591,00001592,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001591_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001592_roll_1000_08.png,8,8,sd300b_plain_roll_00001591_08,sd300b_plain_roll_00001592_08,584,585,1
sd300b_plain_roll_next_subject_impostor_08_00001592_00001593,sd300b,plain_roll_next_subject_impostor,impostor,8,00001592,00001593,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001592_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001593_roll_1000_08.png,8,8,sd300b_plain_roll_00001592_08,sd300b_plain_roll_00001593_08,585,586,1
sd300b_plain_roll_next_subject_impostor_08_00001593_00001594,sd300b,plain_roll_next_subject_impostor,impostor,8,00001593,00001594,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001593_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001594_roll_1000_08.png,8,8,sd300b_plain_roll_00001593_08,sd300b_plain_roll_00001594_08,586,587,1
sd300b_plain_roll_next_subject_impostor_08_00001594_00001595,sd300b,plain_roll_next_subject_impostor,impostor,8,00001594,00001595,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001594_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001595_roll_1000_08.png,8,8,sd300b_plain_roll_00001594_08,sd300b_plain_roll_00001595_08,587,588,1
