negative_pair_id,dataset,protocol,canonical_finger_position,subject_id_a,subject_id_b,selection_index_a,selection_index_b,plain_group_index,roll_group_index,shift,ppi,raw_frgp_a,raw_frgp_b,path_a,path_b,source_plain_roll_pair_id_a,source_plain_roll_pair_id_b
sd300b_plain_roll_next_subject_impostor_08_00001025_00001026,sd300b,plain_roll_next_subject_impostor,8,00001025,00001026,250,260,25,26,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_08.png,sd300b_plain_roll_00001025_08,sd300b_plain_roll_00001026_08
sd300b_plain_roll_next_subject_impostor_08_00001026_00001027,sd300b,plain_roll_next_subject_impostor,8,00001026,00001027,260,270,26,27,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_08.png,sd300b_plain_roll_00001026_08,sd300b_plain_roll_00001027_08
sd300b_plain_roll_next_subject_impostor_08_00001027_00001028,sd300b,plain_roll_next_subject_impostor,8,00001027,00001028,270,280,27,28,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_08.png,sd300b_plain_roll_00001027_08,sd300b_plain_roll_00001028_08
sd300b_plain_roll_next_subject_impostor_08_00001028_00001029,sd300b,plain_roll_next_subject_impostor,8,00001028,00001029,280,290,28,29,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_08.png,sd300b_plain_roll_00001028_08,sd300b_plain_roll_00001029_08
sd300b_plain_roll_next_subject_impostor_08_00001029_00001030,sd300b,plain_roll_next_subject_impostor,8,00001029,00001030,290,300,29,30,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_08.png,sd300b_plain_roll_00001029_08,sd300b_plain_roll_00001030_08
sd300b_plain_roll_next_subject_impostor_08_00001030_00001031,sd300b,plain_roll_next_subject_impostor,8,00001030,00001031,300,310,30,31,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_08.png,sd300b_plain_roll_00001030_08,sd300b_plain_roll_00001031_08
sd300b_plain_roll_next_subject_impostor_08_00001031_00001032,sd300b,plain_roll_next_subject_impostor,8,00001031,00001032,310,320,31,32,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_08.png,sd300b_plain_roll_00001031_08,sd300b_plain_roll_00001032_08
sd300b_plain_roll_next_subject_impostor_08_00001032_00001033,sd300b,plain_roll_next_subject_impostor,8,00001032,00001033,320,330,32,33,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_08.png,sd300b_plain_roll_00001032_08,sd300b_plain_roll_00001033_08
sd300b_plain_roll_next_subject_impostor_08_00001033_00001034,sd300b,plain_roll_next_subject_impostor,8,00001033,00001034,330,340,33,34,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_08.png,sd300b_plain_roll_00001033_08,sd300b_plain_roll_00001034_08
sd300b_plain_roll_next_subject_impostor_08_00001034_00001035,sd300b,plain_roll_next_subject_impostor,8,00001034,00001035,340,350,34,35,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_08.png,sd300b_plain_roll_00001034_08,sd300b_plain_roll_00001035_08
sd300b_plain_roll_next_subject_impostor_08_00001035_00001036,sd300b,plain_roll_next_subject_impostor,8,00001035,00001036,350,360,35,36,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_08.png,sd300b_plain_roll_00001035_08,sd300b_plain_roll_00001036_08
sd300b_plain_roll_next_subject_impostor_08_00001036_00001037,sd300b,plain_roll_next_subject_impostor,8,00001036,00001037,360,370,36,37,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_08.png,sd300b_plain_roll_00001036_08,sd300b_plain_roll_00001037_08
sd300b_plain_roll_next_subject_impostor_08_00001037_00001038,sd300b,plain_roll_next_subject_impostor,8,00001037,00001038,370,380,37,38,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_08.png,sd300b_plain_roll_00001037_08,sd300b_plain_roll_00001038_08
sd300b_plain_roll_next_subject_impostor_08_00001038_00001039,sd300b,plain_roll_next_subject_impostor,8,00001038,00001039,380,390,38,39,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_08.png,sd300b_plain_roll_00001038_08,sd300b_plain_roll_00001039_08
sd300b_plain_roll_next_subject_impostor_08_00001039_00001040,sd300b,plain_roll_next_subject_impostor,8,00001039,00001040,390,398,39,40,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_08.png,sd300b_plain_roll_00001039_08,sd300b_plain_roll_00001040_08
sd300b_plain_roll_next_subject_impostor_08_00001040_00001041,sd300b,plain_roll_next_subject_impostor,8,00001040,00001041,398,407,40,41,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_08.png,sd300b_plain_roll_00001040_08,sd300b_plain_roll_00001041_08
sd300b_plain_roll_next_subject_impostor_08_00001041_00001042,sd300b,plain_roll_next_subject_impostor,8,00001041,00001042,407,417,41,42,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_08.png,sd300b_plain_roll_00001041_08,sd300b_plain_roll_00001042_08
sd300b_plain_roll_next_subject_impostor_08_00001042_00001043,sd300b,plain_roll_next_subject_impostor,8,00001042,00001043,417,427,42,43,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001042_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001043_roll_1000_08.png,sd300b_plain_roll_00001042_08,sd300b_plain_roll_00001043_08
sd300b_plain_roll_next_subject_impostor_08_00001043_00001044,sd300b,plain_roll_next_subject_impostor,8,00001043,00001044,427,436,43,44,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001043_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001044_roll_1000_08.png,sd300b_plain_roll_00001043_08,sd300b_plain_roll_00001044_08
sd300b_plain_roll_next_subject_impostor_08_00001044_00001045,sd300b,plain_roll_next_subject_impostor,8,00001044,00001045,436,445,44,45,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001044_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001045_roll_1000_08.png,sd300b_plain_roll_00001044_08,sd300b_plain_roll_00001045_08
sd300b_plain_roll_next_subject_impostor_08_00001045_00001046,sd300b,plain_roll_next_subject_impostor,8,00001045,00001046,445,454,45,46,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001045_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001046_roll_1000_08.png,sd300b_plain_roll_00001045_08,sd300b_plain_roll_00001046_08
sd300b_plain_roll_next_subject_impostor_08_00001046_00001047,sd300b,plain_roll_next_subject_impostor,8,00001046,00001047,454,463,46,47,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001046_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001047_roll_1000_08.png,sd300b_plain_roll_00001046_08,sd300b_plain_roll_00001047_08
sd300b_plain_roll_next_subject_impostor_08_00001047_00001048,sd300b,plain_roll_next_subject_impostor,8,00001047,00001048,463,473,47,48,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001047_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001048_roll_1000_08.png,sd300b_plain_roll_00001047_08,sd300b_plain_roll_00001048_08
sd300b_plain_roll_next_subject_impostor_08_00001048_00001049,sd300b,plain_roll_next_subject_impostor,8,00001048,00001049,473,483,48,49,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001048_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001049_roll_1000_08.png,sd300b_plain_roll_00001048_08,sd300b_plain_roll_00001049_08
sd300b_plain_roll_next_subject_impostor_08_00001049_00001051,sd300b,plain_roll_next_subject_impostor,8,00001049,00001051,483,497,49,50,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001049_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001051_roll_1000_08.png,sd300b_plain_roll_00001049_08,sd300b_plain_roll_00001051_08
sd300b_plain_roll_next_subject_impostor_08_00001051_00001000,sd300b,plain_roll_next_subject_impostor,8,00001051,00001000,497,8,50,0,1,1000,8,8,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001051_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001000_roll_1000_08.png,sd300b_plain_roll_00001051_08,sd300b_plain_roll_00001000_08
sd300b_plain_roll_next_subject_impostor_09_00001000_00001001,sd300b,plain_roll_next_subject_impostor,9,00001000,00001001,9,17,0,1,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001000_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001001_roll_1000_09.png,sd300b_plain_roll_00001000_09,sd300b_plain_roll_00001001_09
sd300b_plain_roll_next_subject_impostor_09_00001001_00001002,sd300b,plain_roll_next_subject_impostor,9,00001001,00001002,17,27,1,2,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001001_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001002_roll_1000_09.png,sd300b_plain_roll_00001001_09,sd300b_plain_roll_00001002_09
sd300b_plain_roll_next_subject_impostor_09_00001002_00001003,sd300b,plain_roll_next_subject_impostor,9,00001002,00001003,27,37,2,3,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001002_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001003_roll_1000_09.png,sd300b_plain_roll_00001002_09,sd300b_plain_roll_00001003_09
sd300b_plain_roll_next_subject_impostor_09_00001003_00001004,sd300b,plain_roll_next_subject_impostor,9,00001003,00001004,37,47,3,4,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001003_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001004_roll_1000_09.png,sd300b_plain_roll_00001003_09,sd300b_plain_roll_00001004_09
sd300b_plain_roll_next_subject_impostor_09_00001004_00001005,sd300b,plain_roll_next_subject_impostor,9,00001004,00001005,47,55,4,5,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001004_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001005_roll_1000_09.png,sd300b_plain_roll_00001004_09,sd300b_plain_roll_00001005_09
sd300b_plain_roll_next_subject_impostor_09_00001005_00001006,sd300b,plain_roll_next_subject_impostor,9,00001005,00001006,55,65,5,6,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001005_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001006_roll_1000_09.png,sd300b_plain_roll_00001005_09,sd300b_plain_roll_00001006_09
sd300b_plain_roll_next_subject_impostor_09_00001006_00001007,sd300b,plain_roll_next_subject_impostor,9,00001006,00001007,65,75,6,7,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001006_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001007_roll_1000_09.png,sd300b_plain_roll_00001006_09,sd300b_plain_roll_00001007_09
sd300b_plain_roll_next_subject_impostor_09_00001007_00001008,sd300b,plain_roll_next_subject_impostor,9,00001007,00001008,75,85,7,8,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001007_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001008_roll_1000_09.png,sd300b_plain_roll_00001007_09,sd300b_plain_roll_00001008_09
sd300b_plain_roll_next_subject_impostor_09_00001008_00001009,sd300b,plain_roll_next_subject_impostor,9,00001008,00001009,85,95,8,9,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001008_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001009_roll_1000_09.png,sd300b_plain_roll_00001008_09,sd300b_plain_roll_00001009_09
sd300b_plain_roll_next_subject_impostor_09_00001009_00001010,sd300b,plain_roll_next_subject_impostor,9,00001009,00001010,95,105,9,10,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001009_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001010_roll_1000_09.png,sd300b_plain_roll_00001009_09,sd300b_plain_roll_00001010_09
sd300b_plain_roll_next_subject_impostor_09_00001010_00001011,sd300b,plain_roll_next_subject_impostor,9,00001010,00001011,105,115,10,11,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001010_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001011_roll_1000_09.png,sd300b_plain_roll_00001010_09,sd300b_plain_roll_00001011_09
sd300b_plain_roll_next_subject_impostor_09_00001011_00001012,sd300b,plain_roll_next_subject_impostor,9,00001011,00001012,115,125,11,12,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001011_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001012_roll_1000_09.png,sd300b_plain_roll_00001011_09,sd300b_plain_roll_00001012_09
sd300b_plain_roll_next_subject_impostor_09_00001012_00001013,sd300b,plain_roll_next_subject_impostor,9,00001012,00001013,125,135,12,13,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001012_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001013_roll_1000_09.png,sd300b_plain_roll_00001012_09,sd300b_plain_roll_00001013_09
sd300b_plain_roll_next_subject_impostor_09_00001013_00001014,sd300b,plain_roll_next_subject_impostor,9,00001013,00001014,135,145,13,14,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001013_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001014_roll_1000_09.png,sd300b_plain_roll_00001013_09,sd300b_plain_roll_00001014_09
sd300b_plain_roll_next_subject_impostor_09_00001014_00001015,sd300b,plain_roll_next_subject_impostor,9,00001014,00001015,145,155,14,15,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001014_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001015_roll_1000_09.png,sd300b_plain_roll_00001014_09,sd300b_plain_roll_00001015_09
sd300b_plain_roll_next_subject_impostor_09_00001015_00001016,sd300b,plain_roll_next_subject_impostor,9,00001015,00001016,155,165,15,16,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001015_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001016_roll_1000_09.png,sd300b_plain_roll_00001015_09,sd300b_plain_roll_00001016_09
sd300b_plain_roll_next_subject_impostor_09_00001016_00001017,sd300b,plain_roll_next_subject_impostor,9,00001016,00001017,165,175,16,17,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001016_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001017_roll_1000_09.png,sd300b_plain_roll_00001016_09,sd300b_plain_roll_00001017_09
sd300b_plain_roll_next_subject_impostor_09_00001017_00001018,sd300b,plain_roll_next_subject_impostor,9,00001017,00001018,175,185,17,18,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001017_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001018_roll_1000_09.png,sd300b_plain_roll_00001017_09,sd300b_plain_roll_00001018_09
sd300b_plain_roll_next_subject_impostor_09_00001018_00001019,sd300b,plain_roll_next_subject_impostor,9,00001018,00001019,185,193,18,19,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001018_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001019_roll_1000_09.png,sd300b_plain_roll_00001018_09,sd300b_plain_roll_00001019_09
sd300b_plain_roll_next_subject_impostor_09_00001019_00001020,sd300b,plain_roll_next_subject_impostor,9,00001019,00001020,193,202,19,20,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001019_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001020_roll_1000_09.png,sd300b_plain_roll_00001019_09,sd300b_plain_roll_00001020_09
sd300b_plain_roll_next_subject_impostor_09_00001020_00001021,sd300b,plain_roll_next_subject_impostor,9,00001020,00001021,202,211,20,21,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001020_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001021_roll_1000_09.png,sd300b_plain_roll_00001020_09,sd300b_plain_roll_00001021_09
sd300b_plain_roll_next_subject_impostor_09_00001021_00001022,sd300b,plain_roll_next_subject_impostor,9,00001021,00001022,211,221,21,22,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001021_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001022_roll_1000_09.png,sd300b_plain_roll_00001021_09,sd300b_plain_roll_00001022_09
sd300b_plain_roll_next_subject_impostor_09_00001022_00001023,sd300b,plain_roll_next_subject_impostor,9,00001022,00001023,221,231,22,23,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001022_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001023_roll_1000_09.png,sd300b_plain_roll_00001022_09,sd300b_plain_roll_00001023_09
sd300b_plain_roll_next_subject_impostor_09_00001023_00001024,sd300b,plain_roll_next_subject_impostor,9,00001023,00001024,231,241,23,24,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001023_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001024_roll_1000_09.png,sd300b_plain_roll_00001023_09,sd300b_plain_roll_00001024_09
sd300b_plain_roll_next_subject_impostor_09_00001024_00001025,sd300b,plain_roll_next_subject_impostor,9,00001024,00001025,241,251,24,25,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001024_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001025_roll_1000_09.png,sd300b_plain_roll_00001024_09,sd300b_plain_roll_00001025_09
sd300b_plain_roll_next_subject_impostor_09_00001025_00001026,sd300b,plain_roll_next_subject_impostor,9,00001025,00001026,251,261,25,26,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001025_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001026_roll_1000_09.png,sd300b_plain_roll_00001025_09,sd300b_plain_roll_00001026_09
sd300b_plain_roll_next_subject_impostor_09_00001026_00001027,sd300b,plain_roll_next_subject_impostor,9,00001026,00001027,261,271,26,27,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001026_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001027_roll_1000_09.png,sd300b_plain_roll_00001026_09,sd300b_plain_roll_00001027_09
sd300b_plain_roll_next_subject_impostor_09_00001027_00001028,sd300b,plain_roll_next_subject_impostor,9,00001027,00001028,271,281,27,28,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001027_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001028_roll_1000_09.png,sd300b_plain_roll_00001027_09,sd300b_plain_roll_00001028_09
sd300b_plain_roll_next_subject_impostor_09_00001028_00001029,sd300b,plain_roll_next_subject_impostor,9,00001028,00001029,281,291,28,29,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001028_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001029_roll_1000_09.png,sd300b_plain_roll_00001028_09,sd300b_plain_roll_00001029_09
sd300b_plain_roll_next_subject_impostor_09_00001029_00001030,sd300b,plain_roll_next_subject_impostor,9,00001029,00001030,291,301,29,30,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001029_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001030_roll_1000_09.png,sd300b_plain_roll_00001029_09,sd300b_plain_roll_00001030_09
sd300b_plain_roll_next_subject_impostor_09_00001030_00001031,sd300b,plain_roll_next_subject_impostor,9,00001030,00001031,301,311,30,31,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001030_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001031_roll_1000_09.png,sd300b_plain_roll_00001030_09,sd300b_plain_roll_00001031_09
sd300b_plain_roll_next_subject_impostor_09_00001031_00001032,sd300b,plain_roll_next_subject_impostor,9,00001031,00001032,311,321,31,32,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001031_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001032_roll_1000_09.png,sd300b_plain_roll_00001031_09,sd300b_plain_roll_00001032_09
sd300b_plain_roll_next_subject_impostor_09_00001032_00001033,sd300b,plain_roll_next_subject_impostor,9,00001032,00001033,321,331,32,33,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001032_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001033_roll_1000_09.png,sd300b_plain_roll_00001032_09,sd300b_plain_roll_00001033_09
sd300b_plain_roll_next_subject_impostor_09_00001033_00001034,sd300b,plain_roll_next_subject_impostor,9,00001033,00001034,331,341,33,34,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001033_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001034_roll_1000_09.png,sd300b_plain_roll_00001033_09,sd300b_plain_roll_00001034_09
sd300b_plain_roll_next_subject_impostor_09_00001034_00001035,sd300b,plain_roll_next_subject_impostor,9,00001034,00001035,341,351,34,35,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001034_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001035_roll_1000_09.png,sd300b_plain_roll_00001034_09,sd300b_plain_roll_00001035_09
sd300b_plain_roll_next_subject_impostor_09_00001035_00001036,sd300b,plain_roll_next_subject_impostor,9,00001035,00001036,351,361,35,36,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001035_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001036_roll_1000_09.png,sd300b_plain_roll_00001035_09,sd300b_plain_roll_00001036_09
sd300b_plain_roll_next_subject_impostor_09_00001036_00001037,sd300b,plain_roll_next_subject_impostor,9,00001036,00001037,361,371,36,37,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001036_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001037_roll_1000_09.png,sd300b_plain_roll_00001036_09,sd300b_plain_roll_00001037_09
sd300b_plain_roll_next_subject_impostor_09_00001037_00001038,sd300b,plain_roll_next_subject_impostor,9,00001037,00001038,371,381,37,38,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001037_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001038_roll_1000_09.png,sd300b_plain_roll_00001037_09,sd300b_plain_roll_00001038_09
sd300b_plain_roll_next_subject_impostor_09_00001038_00001039,sd300b,plain_roll_next_subject_impostor,9,00001038,00001039,381,391,38,39,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001038_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001039_roll_1000_09.png,sd300b_plain_roll_00001038_09,sd300b_plain_roll_00001039_09
sd300b_plain_roll_next_subject_impostor_09_00001039_00001040,sd300b,plain_roll_next_subject_impostor,9,00001039,00001040,391,399,39,40,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001039_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001040_roll_1000_09.png,sd300b_plain_roll_00001039_09,sd300b_plain_roll_00001040_09
sd300b_plain_roll_next_subject_impostor_09_00001040_00001041,sd300b,plain_roll_next_subject_impostor,9,00001040,00001041,399,408,40,41,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001040_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001041_roll_1000_09.png,sd300b_plain_roll_00001040_09,sd300b_plain_roll_00001041_09
sd300b_plain_roll_next_subject_impostor_09_00001041_00001042,sd300b,plain_roll_next_subject_impostor,9,00001041,00001042,408,418,41,42,1,1000,9,9,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001041_plain_1000_09.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001042_roll_1000_09.png,sd300b_plain_roll_00001041_09,sd300b_plain_roll_00001042_09
